Year,Week,SMN,SMT,VCI,TCI,VHI,Category,Province,Month
1982,1,0.199,296.76,56.86,54.7,55.78,BGD,Dhaka,1
1982,2,0.195,297.18,51.97,48.62,50.3,BGD,Dhaka,1
1982,3,0.191,297.4,46.43,49.59,48.01,BGD,Dhaka,1
1982,4,0.19,297.69,42.5,50.39,46.44,BGD,Dhaka,1
1982,5,0.192,298.27,38.06,47.47,42.77,BGD,Dhaka,1
1982,6,0.195,298.92,34.46,45.11,39.78,BGD,Dhaka,2
1982,7,0.196,299.54,29.81,44.14,36.97,BGD,Dhaka,2
1982,8,0.201,300.16,26.94,43.68,35.31,BGD,Dhaka,2
1982,9,0.204,300.67,23.68,43.57,33.63,BGD,Dhaka,2
1982,10,0.206,301.18,21.84,41.74,31.79,BGD,Dhaka,3
1982,11,0.207,301.67,20.75,38.12,29.43,BGD,Dhaka,3
1982,12,0.205,301.76,18.68,38.08,28.38,BGD,Dhaka,3
1982,13,0.203,301.61,17.3,39.26,28.28,BGD,Dhaka,3
1982,14,0.202,301.25,17.85,39.48,28.67,BGD,Dhaka,4
1982,15,0.198,299.96,18.97,51.94,35.45,BGD,Dhaka,4
1982,16,0.196,298.83,20.84,60.56,40.7,BGD,Dhaka,4
1982,17,0.2,298.66,25.9,50.06,37.98,BGD,Dhaka,4
1982,18,0.202,298.01,30.07,47.73,38.9,BGD,Dhaka,4
1982,19,0.205,297.5,36.75,42.69,39.72,BGD,Dhaka,5
1982,20,0.205,296.51,41.87,38.7,40.29,BGD,Dhaka,5
1982,21,0.21,295.38,47.12,36.52,41.82,BGD,Dhaka,5
1982,22,0.21,294.04,48.8,34.53,41.66,BGD,Dhaka,5
1982,23,0.202,292.11,46.9,33.75,40.32,BGD,Dhaka,6
1982,24,0.192,290.66,45.71,28.78,37.25,BGD,Dhaka,6
1982,25,0.188,290.07,46.98,21.85,34.41,BGD,Dhaka,6
1982,26,0.187,289.55,49.6,17.02,33.31,BGD,Dhaka,6
1982,27,0.188,289.36,53.95,13.27,33.61,BGD,Dhaka,7
1982,28,0.186,288.55,55.35,14.26,34.81,BGD,Dhaka,7
1982,29,0.191,289.01,59.41,11.46,35.43,BGD,Dhaka,7
1982,30,0.197,289.77,63.08,8.44,35.76,BGD,Dhaka,7
1982,31,0.199,290.05,62.77,8.3,35.53,BGD,Dhaka,8
1982,32,0.204,290.82,65.08,7.0,36.04,BGD,Dhaka,8
1982,33,0.212,291.33,67.11,6.51,36.81,BGD,Dhaka,8
1982,34,0.223,292.27,69.2,4.69,36.94,BGD,Dhaka,8
1982,35,0.238,293.47,72.1,2.62,37.36,BGD,Dhaka,8
1982,36,0.253,294.19,72.83,2.44,37.64,BGD,Dhaka,9
1982,37,0.266,295.11,72.82,1.85,37.34,BGD,Dhaka,9
1982,38,0.28,296.2,72.63,1.3,36.97,BGD,Dhaka,9
1982,39,0.292,296.82,70.77,1.56,36.17,BGD,Dhaka,9
1982,40,0.303,297.35,69.03,2.26,35.65,BGD,Dhaka,10
1982,41,0.312,297.86,67.1,5.31,36.2,BGD,Dhaka,10
1982,42,0.313,298.17,62.54,11.71,37.13,BGD,Dhaka,10
1982,43,0.305,298.2,57.35,19.3,38.33,BGD,Dhaka,10
1982,44,0.29,298.26,49.94,25.45,37.7,BGD,Dhaka,11
1982,45,0.271,298.45,44.45,29.62,37.04,BGD,Dhaka,11
1982,46,0.25,298.46,38.48,34.89,36.69,BGD,Dhaka,11
1982,47,0.228,298.44,32.93,36.57,34.75,BGD,Dhaka,11
1982,48,0.208,298.33,28.69,36.49,32.59,BGD,Dhaka,11
1982,49,0.19,298.35,23.78,33.39,28.58,BGD,Dhaka,12
1982,50,0.173,298.24,19.25,24.22,21.73,BGD,Dhaka,12
1982,51,0.162,298.14,18.0,23.36,20.68,BGD,Dhaka,12
1982,52,0.156,298.02,17.84,25.3,21.57,BGD,Dhaka,12
1983,1,0.155,298.09,16.86,23.92,20.39,BGD,Dhaka,1
1983,2,0.157,298.13,18.51,26.45,22.48,BGD,Dhaka,1
1983,3,0.16,298.15,19.4,31.74,25.57,BGD,Dhaka,1
1983,4,0.163,298.24,18.84,37.35,28.09,BGD,Dhaka,1
1983,5,0.168,298.39,18.27,44.45,31.36,BGD,Dhaka,1
1983,6,0.174,298.92,16.99,44.38,30.68,BGD,Dhaka,2
1983,7,0.178,299.45,15.43,45.28,30.36,BGD,Dhaka,2
1983,8,0.183,299.72,14.0,51.78,32.89,BGD,Dhaka,2
1983,9,0.19,300.08,14.51,54.99,34.75,BGD,Dhaka,2
1983,10,0.195,300.51,14.91,54.78,34.84,BGD,Dhaka,3
1983,11,0.197,300.46,14.9,60.23,37.56,BGD,Dhaka,3
1983,12,0.201,300.36,15.96,62.58,39.27,BGD,Dhaka,3
1983,13,0.204,300.36,17.35,59.65,38.5,BGD,Dhaka,3
1983,14,0.205,300.26,19.02,54.71,36.87,BGD,Dhaka,4
1983,15,0.205,299.91,22.72,52.49,37.61,BGD,Dhaka,4
1983,16,0.204,299.17,24.75,55.11,39.93,BGD,Dhaka,4
1983,17,0.203,298.13,27.69,56.57,42.13,BGD,Dhaka,4
1983,18,0.209,297.32,35.23,56.04,45.63,BGD,Dhaka,4
1983,19,0.22,296.94,47.43,49.15,48.29,BGD,Dhaka,5
1983,20,0.234,296.51,60.72,37.6,49.16,BGD,Dhaka,5
1983,21,0.249,296.05,72.45,29.1,50.77,BGD,Dhaka,5
1983,22,0.262,295.5,78.86,21.89,50.38,BGD,Dhaka,5
1983,23,0.265,294.12,80.66,19.96,50.31,BGD,Dhaka,6
1983,24,0.259,291.55,80.08,25.12,52.6,BGD,Dhaka,6
1983,25,0.258,290.4,81.06,22.19,51.62,BGD,Dhaka,6
1983,26,0.259,290.38,83.31,14.66,48.98,BGD,Dhaka,6
1983,27,0.249,288.48,82.59,19.12,50.86,BGD,Dhaka,7
1983,28,0.235,286.95,78.98,22.47,50.73,BGD,Dhaka,7
1983,29,0.219,286.15,73.58,23.73,48.65,BGD,Dhaka,7
1983,30,0.203,284.83,66.28,27.87,47.08,BGD,Dhaka,7
1983,31,0.19,283.51,58.84,33.05,45.94,BGD,Dhaka,8
1983,32,0.183,283.02,54.77,35.93,45.35,BGD,Dhaka,8
1983,33,0.187,284.41,54.57,32.99,43.78,BGD,Dhaka,8
1983,34,0.19,285.1,52.65,33.02,42.83,BGD,Dhaka,8
1983,35,0.193,285.45,50.6,35.13,42.87,BGD,Dhaka,8
1983,36,0.195,285.36,46.47,42.04,44.25,BGD,Dhaka,9
1983,37,0.201,285.62,43.53,51.42,47.48,BGD,Dhaka,9
1983,38,0.215,287.43,43.78,53.59,48.68,BGD,Dhaka,9
1983,39,0.232,289.48,44.61,53.3,48.96,BGD,Dhaka,9
1983,40,0.251,290.6,45.87,61.48,53.68,BGD,Dhaka,10
1983,41,0.272,292.5,49.63,64.45,57.04,BGD,Dhaka,10
1983,42,0.288,294.59,52.54,57.89,55.21,BGD,Dhaka,10
1983,43,0.291,295.3,52.71,65.35,59.03,BGD,Dhaka,10
1983,44,0.286,295.59,50.73,76.39,63.56,BGD,Dhaka,11
1983,45,0.277,296.33,50.49,77.24,63.87,BGD,Dhaka,11
1983,46,0.265,297.0,50.92,69.8,60.36,BGD,Dhaka,11
1983,47,0.247,296.84,48.89,74.52,61.7,BGD,Dhaka,11
1983,48,0.234,296.79,50.2,71.1,60.65,BGD,Dhaka,11
1983,49,0.221,296.73,49.11,68.73,58.92,BGD,Dhaka,12
1983,50,0.21,296.45,51.68,65.74,58.71,BGD,Dhaka,12
1983,51,0.201,296.14,52.48,70.92,61.7,BGD,Dhaka,12
1983,52,0.196,295.86,53.58,75.73,64.65,BGD,Dhaka,12
1984,1,0.196,295.71,55.66,79.91,67.79,BGD,Dhaka,1
1984,2,0.196,295.69,56.27,83.7,69.98,BGD,Dhaka,1
1984,3,0.198,295.99,55.4,82.75,69.07,BGD,Dhaka,1
1984,4,0.2,296.43,52.66,79.15,65.91,BGD,Dhaka,1
1984,5,0.204,297.12,50.14,72.23,61.19,BGD,Dhaka,1
1984,6,0.21,297.81,47.91,67.1,57.5,BGD,Dhaka,2
1984,7,0.215,298.82,44.74,57.77,51.25,BGD,Dhaka,2
1984,8,0.219,299.98,40.58,45.77,43.18,BGD,Dhaka,2
1984,9,0.22,300.84,34.67,39.47,37.07,BGD,Dhaka,2
1984,10,0.217,301.43,28.02,36.59,32.3,BGD,Dhaka,3
1984,11,0.214,301.78,23.57,35.03,29.3,BGD,Dhaka,3
1984,12,0.211,301.81,20.75,36.03,28.39,BGD,Dhaka,3
1984,13,0.207,301.62,18.75,38.0,28.38,BGD,Dhaka,3
1984,14,0.205,301.3,19.08,37.97,28.53,BGD,Dhaka,4
1984,15,0.206,300.71,23.37,40.17,31.77,BGD,Dhaka,4
1984,16,0.2,299.21,23.56,53.89,38.72,BGD,Dhaka,4
1984,17,0.189,297.61,20.84,62.91,41.87,BGD,Dhaka,4
1984,18,0.182,296.79,20.16,61.59,40.87,BGD,Dhaka,4
1984,19,0.175,295.63,20.04,63.64,41.84,BGD,Dhaka,5
1984,20,0.172,294.51,22.81,56.69,39.75,BGD,Dhaka,5
1984,21,0.166,292.12,21.87,61.97,41.92,BGD,Dhaka,5
1984,22,0.162,290.0,22.53,61.69,42.11,BGD,Dhaka,5
1984,23,0.163,288.42,26.78,54.41,40.6,BGD,Dhaka,6
1984,24,0.161,286.24,30.0,51.69,40.85,BGD,Dhaka,6
1984,25,0.16,284.8,33.4,46.59,39.99,BGD,Dhaka,6
1984,26,0.157,283.53,35.65,41.9,38.78,BGD,Dhaka,6
1984,27,0.157,282.88,39.63,37.05,38.34,BGD,Dhaka,7
1984,28,0.16,282.1,43.61,34.61,39.11,BGD,Dhaka,7
1984,29,0.155,280.15,43.12,38.52,40.82,BGD,Dhaka,7
1984,30,0.15,279.21,42.18,40.08,41.13,BGD,Dhaka,7
1984,31,0.152,279.93,43.31,36.91,40.11,BGD,Dhaka,8
1984,32,0.15,280.46,42.57,36.65,39.61,BGD,Dhaka,8
1984,33,0.153,281.15,42.71,37.08,39.89,BGD,Dhaka,8
1984,34,0.15,280.41,39.37,43.44,41.41,BGD,Dhaka,8
1984,35,0.154,281.68,37.72,42.84,40.28,BGD,Dhaka,8
1984,36,0.16,283.56,35.7,40.98,38.34,BGD,Dhaka,9
1984,37,0.169,285.47,33.76,40.65,37.2,BGD,Dhaka,9
1984,38,0.18,287.61,32.63,37.89,35.26,BGD,Dhaka,9
1984,39,0.191,289.58,30.3,36.82,33.56,BGD,Dhaka,9
1984,40,0.2,291.47,26.35,37.78,32.07,BGD,Dhaka,10
1984,41,0.209,293.43,22.88,40.48,31.68,BGD,Dhaka,10
1984,42,0.218,294.69,20.1,46.84,33.47,BGD,Dhaka,10
1984,43,0.227,296.21,19.98,41.49,30.74,BGD,Dhaka,10
1984,44,0.233,297.71,21.22,28.0,24.61,BGD,Dhaka,11
1984,45,0.232,298.59,23.32,20.93,22.12,BGD,Dhaka,11
1984,46,0.232,299.15,29.57,15.69,22.63,BGD,Dhaka,11
1984,47,0.23,299.35,38.15,13.93,26.04,BGD,Dhaka,11
1984,48,0.227,299.36,47.62,13.05,30.33,BGD,Dhaka,11
1984,49,0.23,299.4,57.69,10.68,34.19,BGD,Dhaka,12
1985,9,0.205,303.43,25.72,12.26,18.99,BGD,Dhaka,2
1985,10,0.208,303.76,24.06,12.64,18.35,BGD,Dhaka,3
1985,11,0.209,303.49,22.0,16.72,19.36,BGD,Dhaka,3
1985,12,0.21,303.12,20.91,21.1,21.0,BGD,Dhaka,3
1985,13,0.209,302.51,19.82,27.48,23.65,BGD,Dhaka,3
1985,14,0.207,301.72,19.55,33.46,26.5,BGD,Dhaka,4
1985,15,0.206,300.87,21.19,38.54,29.86,BGD,Dhaka,4
1985,16,0.206,299.97,24.32,43.44,33.88,BGD,Dhaka,4
1985,17,0.212,299.06,31.05,43.16,37.1,BGD,Dhaka,4
1985,18,0.219,298.09,39.65,44.88,42.27,BGD,Dhaka,4
1985,19,0.225,296.92,48.83,48.63,48.73,BGD,Dhaka,5
1985,20,0.231,295.6,57.81,46.96,52.39,BGD,Dhaka,5
1985,21,0.236,294.53,63.48,42.25,52.86,BGD,Dhaka,5
1985,22,0.24,293.68,65.98,34.9,50.44,BGD,Dhaka,5
1985,23,0.239,292.09,67.34,30.85,49.1,BGD,Dhaka,6
1985,24,0.235,290.48,68.12,26.68,47.4,BGD,Dhaka,6
1985,25,0.229,289.28,67.51,22.74,45.12,BGD,Dhaka,6
1985,26,0.222,288.2,66.4,20.02,43.21,BGD,Dhaka,6
1985,27,0.211,286.92,64.85,20.37,42.61,BGD,Dhaka,7
1985,28,0.198,285.84,61.77,21.02,41.39,BGD,Dhaka,7
1985,29,0.189,285.42,58.85,20.45,39.65,BGD,Dhaka,7
1985,30,0.187,285.37,58.58,20.25,39.41,BGD,Dhaka,7
1985,31,0.188,285.7,58.43,20.07,39.25,BGD,Dhaka,8
1985,32,0.182,285.19,55.18,24.41,39.79,BGD,Dhaka,8
1985,33,0.183,285.09,54.22,28.24,41.23,BGD,Dhaka,8
1985,34,0.194,285.76,56.22,28.34,42.28,BGD,Dhaka,8
1985,35,0.207,286.79,58.6,27.91,43.25,BGD,Dhaka,8
1985,36,0.222,287.54,59.56,30.51,45.04,BGD,Dhaka,9
1985,37,0.241,288.96,61.99,32.11,47.05,BGD,Dhaka,9
1985,38,0.263,290.9,65.23,31.63,48.43,BGD,Dhaka,9
1985,39,0.286,292.74,68.5,29.57,49.04,BGD,Dhaka,9
1985,40,0.301,294.08,69.19,29.85,49.52,BGD,Dhaka,10
1985,41,0.312,295.52,68.78,29.82,49.3,BGD,Dhaka,10
1985,42,0.315,296.71,65.02,29.53,47.27,BGD,Dhaka,10
1985,43,0.308,297.51,60.75,28.89,44.82,BGD,Dhaka,10
1985,44,0.292,298.14,53.49,25.81,39.65,BGD,Dhaka,11
1985,45,0.269,298.15,43.9,34.58,39.24,BGD,Dhaka,11
1985,46,0.249,298.39,38.41,35.17,36.79,BGD,Dhaka,11
1985,47,0.231,298.7,36.15,28.82,32.48,BGD,Dhaka,11
1985,48,0.212,298.57,32.58,29.1,30.84,BGD,Dhaka,11
1985,49,0.198,298.5,30.0,28.64,29.32,BGD,Dhaka,12
1985,50,0.186,298.48,30.47,16.16,23.31,BGD,Dhaka,12
1985,51,0.179,298.4,31.6,15.05,23.32,BGD,Dhaka,12
1985,52,0.179,298.45,36.81,13.52,25.17,BGD,Dhaka,12
1986,1,0.185,298.57,43.9,11.32,27.61,BGD,Dhaka,1
1986,2,0.192,298.84,49.84,10.4,30.12,BGD,Dhaka,1
1986,3,0.199,299.1,52.2,10.89,31.55,BGD,Dhaka,1
1986,4,0.205,299.4,52.85,12.58,32.71,BGD,Dhaka,1
1986,5,0.214,299.85,52.52,14.07,33.29,BGD,Dhaka,1
1986,6,0.222,300.46,51.44,14.32,32.88,BGD,Dhaka,2
1986,7,0.228,300.89,48.86,17.03,32.95,BGD,Dhaka,2
1986,8,0.233,301.36,45.27,19.3,32.28,BGD,Dhaka,2
1986,9,0.235,302.0,41.37,18.42,29.9,BGD,Dhaka,2
1986,10,0.236,302.46,37.69,18.63,28.16,BGD,Dhaka,3
1986,11,0.232,302.64,33.4,20.48,26.94,BGD,Dhaka,3
1986,12,0.227,302.62,29.75,23.12,26.43,BGD,Dhaka,3
1986,13,0.223,302.29,26.83,27.66,27.24,BGD,Dhaka,3
1986,14,0.222,301.78,27.36,30.72,29.04,BGD,Dhaka,4
1986,15,0.222,301.03,31.56,35.82,33.69,BGD,Dhaka,4
1986,16,0.222,300.17,34.73,40.63,37.68,BGD,Dhaka,4
1986,17,0.226,299.53,41.04,37.83,39.44,BGD,Dhaka,4
1986,18,0.235,299.03,51.35,33.83,42.59,BGD,Dhaka,4
1986,19,0.243,298.43,62.2,30.03,46.12,BGD,Dhaka,5
1986,20,0.253,297.93,72.92,22.74,47.83,BGD,Dhaka,5
1986,21,0.267,297.73,82.69,14.57,48.63,BGD,Dhaka,5
1986,22,0.275,297.08,86.0,10.46,48.23,BGD,Dhaka,5
1986,23,0.272,295.2,85.14,13.39,49.27,BGD,Dhaka,6
1986,24,0.26,292.77,81.45,17.37,49.41,BGD,Dhaka,6
1986,25,0.249,290.96,77.83,18.22,48.02,BGD,Dhaka,6
1986,26,0.234,288.84,72.27,20.85,46.56,BGD,Dhaka,6
1986,27,0.218,286.56,68.3,25.3,46.8,BGD,Dhaka,7
1986,28,0.207,285.27,65.64,27.05,46.34,BGD,Dhaka,7
1986,29,0.206,286.0,66.85,22.05,44.45,BGD,Dhaka,7
1986,30,0.207,286.37,68.18,20.11,44.14,BGD,Dhaka,7
1986,31,0.211,286.98,69.15,18.22,43.68,BGD,Dhaka,8
1986,32,0.204,286.42,65.46,22.5,43.98,BGD,Dhaka,8
1986,33,0.204,286.91,63.45,22.71,43.08,BGD,Dhaka,8
1986,34,0.215,288.52,64.91,17.88,41.4,BGD,Dhaka,8
1986,35,0.221,289.08,63.97,18.92,41.44,BGD,Dhaka,8
1986,36,0.226,289.18,60.54,23.47,42.01,BGD,Dhaka,9
1986,37,0.233,289.67,57.62,28.7,43.16,BGD,Dhaka,9
1986,38,0.247,290.87,57.05,31.58,44.32,BGD,Dhaka,9
1986,39,0.263,292.12,57.56,33.41,45.48,BGD,Dhaka,9
1986,40,0.278,293.0,57.57,38.38,47.98,BGD,Dhaka,10
1986,41,0.291,294.52,57.81,38.79,48.3,BGD,Dhaka,10
1986,42,0.302,296.2,57.98,33.76,45.87,BGD,Dhaka,10
1986,43,0.301,296.75,56.6,39.17,47.89,BGD,Dhaka,10
1986,44,0.293,297.43,53.8,38.04,45.92,BGD,Dhaka,11
1986,45,0.274,297.03,47.17,59.03,53.1,BGD,Dhaka,11
1986,46,0.257,297.06,44.47,65.59,55.03,BGD,Dhaka,11
1986,47,0.247,297.77,48.13,49.28,48.7,BGD,Dhaka,11
1986,48,0.235,297.92,51.62,43.03,47.33,BGD,Dhaka,11
1986,49,0.224,297.87,52.01,41.83,46.92,BGD,Dhaka,12
1986,50,0.214,297.72,54.85,33.42,44.13,BGD,Dhaka,12
1986,51,0.204,297.44,54.71,37.19,45.95,BGD,Dhaka,12
1986,52,0.2,297.41,56.06,37.72,46.89,BGD,Dhaka,12
1987,1,0.199,297.6,57.22,34.24,45.73,BGD,Dhaka,1
1987,2,0.2,298.0,58.18,29.38,43.78,BGD,Dhaka,1
1987,3,0.201,298.36,56.23,27.09,41.66,BGD,Dhaka,1
1987,4,0.202,298.76,52.54,25.56,39.05,BGD,Dhaka,1
1987,5,0.203,299.39,47.22,22.84,35.03,BGD,Dhaka,1
1987,6,0.207,300.07,43.82,21.08,32.45,BGD,Dhaka,2
1987,7,0.212,300.56,41.08,22.67,31.87,BGD,Dhaka,2
1987,8,0.217,300.87,37.32,28.77,33.04,BGD,Dhaka,2
1987,9,0.22,301.2,33.56,33.66,33.61,BGD,Dhaka,2
1987,10,0.223,301.49,30.96,37.06,34.01,BGD,Dhaka,3
1987,11,0.225,301.74,29.34,37.81,33.58,BGD,Dhaka,3
1987,12,0.229,302.19,29.83,31.6,30.72,BGD,Dhaka,3
1987,13,0.229,302.56,29.9,24.61,27.26,BGD,Dhaka,3
1987,14,0.228,302.4,29.96,22.33,26.14,BGD,Dhaka,4
1987,15,0.226,301.94,32.82,23.18,28.0,BGD,Dhaka,4
1987,16,0.223,301.11,34.88,26.98,30.93,BGD,Dhaka,4
1987,17,0.223,300.37,38.38,26.24,32.31,BGD,Dhaka,4
1987,18,0.224,299.47,43.81,27.85,35.83,BGD,Dhaka,4
1987,19,0.227,298.63,51.69,27.1,39.39,BGD,Dhaka,5
1987,20,0.233,298.26,60.5,18.1,39.3,BGD,Dhaka,5
1987,21,0.233,297.01,62.66,20.4,41.53,BGD,Dhaka,5
1987,22,0.232,295.61,61.95,21.53,41.74,BGD,Dhaka,5
1987,23,0.227,293.18,60.63,26.44,43.54,BGD,Dhaka,6
1987,24,0.219,290.65,59.67,28.76,44.21,BGD,Dhaka,6
1987,25,0.211,289.09,58.71,25.8,42.26,BGD,Dhaka,6
1987,26,0.199,287.18,55.8,26.19,41.0,BGD,Dhaka,6
1987,27,0.183,285.0,52.05,29.4,40.72,BGD,Dhaka,7
1987,28,0.168,282.99,47.55,32.58,40.06,BGD,Dhaka,7
1987,29,0.149,280.53,39.61,38.26,38.94,BGD,Dhaka,7
1987,30,0.133,278.26,32.37,43.37,37.87,BGD,Dhaka,7
1987,31,0.123,276.43,27.44,48.15,37.79,BGD,Dhaka,8
1987,32,0.119,275.83,25.63,50.2,37.92,BGD,Dhaka,8
1987,33,0.12,276.88,24.73,49.06,36.89,BGD,Dhaka,8
1987,34,0.122,277.99,23.67,49.16,36.42,BGD,Dhaka,8
1987,35,0.132,279.8,25.79,46.68,36.24,BGD,Dhaka,8
1987,36,0.147,281.62,27.72,46.72,37.22,BGD,Dhaka,9
1987,37,0.162,283.91,28.79,46.65,37.72,BGD,Dhaka,9
1987,38,0.183,286.92,31.83,42.62,37.23,BGD,Dhaka,9
1987,39,0.206,289.49,34.87,39.86,37.37,BGD,Dhaka,9
1987,40,0.225,291.54,36.47,38.39,37.43,BGD,Dhaka,10
1987,41,0.243,293.45,37.68,39.92,38.8,BGD,Dhaka,10
1987,42,0.253,294.48,36.86,49.28,43.07,BGD,Dhaka,10
1987,43,0.215,297.73,63.82,30.65,47.23,BGD,Dhaka,10
1987,44,0.265,296.26,40.53,53.15,46.84,BGD,Dhaka,11
1987,45,0.262,296.7,42.5,58.58,50.54,BGD,Dhaka,11
1987,46,0.251,297.03,42.53,62.72,52.62,BGD,Dhaka,11
1987,47,0.24,297.2,44.66,62.91,53.79,BGD,Dhaka,11
1987,48,0.228,297.04,46.73,63.36,55.04,BGD,Dhaka,11
1987,49,0.223,297.11,50.91,59.03,54.97,BGD,Dhaka,12
1987,50,0.216,297.11,55.84,48.33,52.09,BGD,Dhaka,12
1987,51,0.211,297.2,58.92,43.4,51.16,BGD,Dhaka,12
1987,52,0.209,297.34,62.17,39.31,50.74,BGD,Dhaka,12
1988,1,0.207,297.43,61.66,38.06,49.86,BGD,Dhaka,1
1988,2,0.206,297.69,60.08,36.3,48.19,BGD,Dhaka,1
1988,3,0.203,298.02,54.98,34.63,44.8,BGD,Dhaka,1
1988,4,0.203,298.19,51.04,38.26,44.65,BGD,Dhaka,1
1988,5,0.21,298.47,50.61,42.42,46.51,BGD,Dhaka,1
1988,6,0.215,298.89,48.89,45.13,47.01,BGD,Dhaka,2
1988,7,0.221,299.4,46.32,46.48,46.4,BGD,Dhaka,2
1988,8,0.23,299.79,45.89,50.85,48.37,BGD,Dhaka,2
1988,9,0.244,299.82,48.97,60.42,54.7,BGD,Dhaka,2
1988,10,0.26,300.0,53.36,64.23,58.8,BGD,Dhaka,3
1988,11,0.271,300.47,56.34,60.12,58.23,BGD,Dhaka,3
1988,12,0.276,300.8,57.12,54.95,56.04,BGD,Dhaka,3
1988,13,0.278,300.93,57.53,50.49,54.01,BGD,Dhaka,3
1988,14,0.275,300.57,56.91,50.01,53.46,BGD,Dhaka,4
1988,15,0.268,300.15,56.89,48.59,52.74,BGD,Dhaka,4
1988,16,0.265,299.54,58.98,48.81,53.89,BGD,Dhaka,4
1988,17,0.256,298.05,58.33,56.17,57.25,BGD,Dhaka,4
1988,18,0.25,296.84,59.71,59.72,59.71,BGD,Dhaka,4
1988,19,0.245,296.36,62.52,51.35,56.93,BGD,Dhaka,5
1988,20,0.24,295.16,64.12,44.16,54.14,BGD,Dhaka,5
1988,21,0.233,293.52,61.94,41.05,51.49,BGD,Dhaka,5
1988,22,0.224,291.75,57.01,38.07,47.54,BGD,Dhaka,5
1988,23,0.212,289.78,52.43,34.56,43.5,BGD,Dhaka,6
1988,24,0.201,287.64,50.52,31.71,41.12,BGD,Dhaka,6
1988,25,0.187,285.39,47.14,31.07,39.11,BGD,Dhaka,6
1988,26,0.174,283.38,44.1,30.94,37.52,BGD,Dhaka,6
1988,27,0.164,282.18,43.19,30.2,36.7,BGD,Dhaka,7
1988,28,0.154,281.09,40.95,30.82,35.88,BGD,Dhaka,7
1988,29,0.145,279.3,37.89,36.47,37.18,BGD,Dhaka,7
1988,30,0.129,276.75,30.83,45.63,38.23,BGD,Dhaka,7
1988,31,0.118,275.23,25.98,50.2,38.09,BGD,Dhaka,8
1988,32,0.11,273.42,22.74,56.09,39.42,BGD,Dhaka,8
1988,33,0.1,269.91,17.82,65.46,41.64,BGD,Dhaka,8
1988,34,0.095,267.12,14.67,70.71,42.69,BGD,Dhaka,8
1988,35,0.097,266.46,14.27,71.58,42.93,BGD,Dhaka,8
1988,36,0.107,268.24,15.75,70.05,42.9,BGD,Dhaka,9
1988,37,0.124,271.86,18.7,67.61,43.16,BGD,Dhaka,9
1988,38,0.144,276.71,22.5,63.86,43.18,BGD,Dhaka,9
1988,39,0.167,282.09,25.77,58.96,42.36,BGD,Dhaka,9
1988,40,0.191,286.97,29.18,51.44,40.31,BGD,Dhaka,10
1988,41,0.211,290.4,30.12,51.22,40.67,BGD,Dhaka,10
1988,42,0.227,292.98,31.22,52.25,41.74,BGD,Dhaka,10
1988,43,0.239,295.45,32.87,41.61,37.24,BGD,Dhaka,10
1988,44,0.25,298.0,36.59,20.52,28.56,BGD,Dhaka,11
1988,45,0.257,299.38,42.31,10.24,26.28,BGD,Dhaka,11
1988,46,0.256,299.38,48.09,14.48,31.28,BGD,Dhaka,11
1988,47,0.252,299.33,55.03,15.71,35.37,BGD,Dhaka,11
1988,48,0.244,299.08,60.19,18.15,39.17,BGD,Dhaka,11
1988,49,0.233,298.66,60.28,25.15,42.72,BGD,Dhaka,12
1988,50,0.224,298.5,64.16,16.78,40.47,BGD,Dhaka,12
1988,51,0.215,298.2,63.9,20.68,42.29,BGD,Dhaka,12
1988,52,0.21,297.95,65.42,25.77,45.59,BGD,Dhaka,12
1989,1,0.208,297.89,65.78,27.76,46.77,BGD,Dhaka,1
1989,2,0.203,298.02,62.03,29.42,45.73,BGD,Dhaka,1
1989,3,0.198,298.3,55.64,29.55,42.59,BGD,Dhaka,1
1989,4,0.194,298.65,48.13,29.72,38.93,BGD,Dhaka,1
1989,5,0.194,299.16,41.58,29.32,35.45,BGD,Dhaka,1
1989,6,0.199,299.81,38.44,27.97,33.2,BGD,Dhaka,2
1989,7,0.206,300.47,37.15,26.34,31.74,BGD,Dhaka,2
1989,8,0.215,301.22,37.75,23.71,30.73,BGD,Dhaka,2
1989,9,0.224,301.93,37.93,22.15,30.04,BGD,Dhaka,2
1989,10,0.231,302.63,37.84,19.4,28.62,BGD,Dhaka,3
1989,11,0.236,303.24,37.52,16.05,26.78,BGD,Dhaka,3
1989,12,0.24,303.79,38.03,12.38,25.2,BGD,Dhaka,3
1989,13,0.24,304.05,37.48,10.58,24.03,BGD,Dhaka,3
1989,14,0.238,304.1,36.74,8.12,22.43,BGD,Dhaka,4
1989,15,0.231,303.97,36.27,6.14,21.21,BGD,Dhaka,4
1989,16,0.221,303.53,34.02,5.04,19.53,BGD,Dhaka,4
1989,17,0.212,302.45,32.48,6.71,19.59,BGD,Dhaka,4
1989,18,0.204,301.25,32.31,9.7,21.01,BGD,Dhaka,4
1989,19,0.198,300.09,33.91,11.88,22.9,BGD,Dhaka,5
1989,20,0.189,298.09,33.46,20.65,27.05,BGD,Dhaka,5
1989,21,0.182,296.34,32.18,27.17,29.67,BGD,Dhaka,5
1989,22,0.179,294.91,32.36,27.52,29.94,BGD,Dhaka,5
1989,23,0.177,293.27,34.22,26.35,30.28,BGD,Dhaka,6
1989,24,0.173,291.17,35.89,26.92,31.41,BGD,Dhaka,6
