Category,Year,Month,precip_mm
Kazakhstan,1996,4,65.519356
Iran,1996,4,42.81092
Turkiye,1996,4,63.324978
India,1997,2,0.0
India,1997,2,0.0
India,1997,2,0.5143763
Pakistan,1997,2,0.0
Bangladesh,1997,2,23.799221
Nepal,1997,2,0.0
SriLanka,1997,2,25.825813
Thailand,1997,2,16.697142
VietNam,1997,2,36.59485
Indonesia,1997,2,237.87057
Philippines,1997,2,22.60621
Myanmar,1997,2,1.2968994
Cambodia,1997,2,29.81911
China,1997,2,0.0
China,1997,2,0.8461752
China,1997,2,27.036682
Japan,1997,2,39.015152
Kazakhstan,1997,2,19.677675
Iran,1997,2,0.0
Turkiye,1997,2,9.154127
India,1997,3,35.0075
India,1997,3,0.15529168
India,1997,3,0.0
Pakistan,1997,3,37.655613
Bangladesh,1997,3,69.20334
Nepal,1997,3,2.9644728
SriLanka,1997,3,66.338974
Thailand,1997,3,21.96639
VietNam,1997,3,0.0
Indonesia,1997,3,98.35736
Philippines,1997,3,0.1108563
Myanmar,1997,3,0.5915036
Cambodia,1997,3,41.224865
China,1997,3,21.516256
China,1997,3,10.3242
China,1997,3,70.11966
Japan,1997,3,61.486916
Kazakhstan,1997,3,14.314901
Iran,1997,3,22.29513
Turkiye,1997,3,28.20155
India,1997,4,1.1276927
India,1997,4,10.066324
India,1997,4,0.0
Pakistan,1997,4,2.1103058
Bangladesh,1997,4,198.5855
Nepal,1997,4,50.206257
SriLanka,1997,4,158.96599
Thailand,1997,4,42.327953
VietNam,1997,4,50.854633
Indonesia,1997,4,295.6078
Philippines,1997,4,73.209465
Myanmar,1997,4,8.678042
Cambodia,1997,4,93.48476
China,1997,4,3.7551427
China,1997,4,0.0
China,1997,4,65.810585
Japan,1997,4,100.10788
Kazakhstan,1997,4,16.083118
Iran,1997,4,11.335873
Turkiye,1997,4,43.351074
India,1998,2,15.9377
India,1998,2,0.0
India,1998,2,0.60661185
Pakistan,1998,2,32.862564
Bangladesh,1998,2,17.594158
Nepal,1998,2,14.613387
SriLanka,1998,2,6.0080147
Thailand,1998,2,16.037504
VietNam,1998,2,0.0
Indonesia,1998,2,489.96472
Philippines,1998,2,0.0
Myanmar,1998,2,1.2968999
Cambodia,1998,2,0.64963543
China,1998,2,10.859722
China,1998,2,1.1342793
China,1998,2,63.192196
Japan,1998,2,216.47224
Kazakhstan,1998,2,58.036015
Iran,1998,2,90.591255
Turkiye,1998,2,40.389286
India,1998,3,51.14025
India,1998,3,29.272488
India,1998,3,8.42231
Pakistan,1998,3,38.240288
Bangladesh,1998,3,48.806355
Nepal,1998,3,64.776855
SriLanka,1998,3,13.6615505
Thailand,1998,3,1.7996798
VietNam,1998,3,0.0
Indonesia,1998,3,220.03448
Philippines,1998,3,0.07200498
Myanmar,1998,3,5.1649637
Cambodia,1998,3,1.8254836
China,1998,3,41.875275
China,1998,3,22.378336
China,1998,3,171.55963
Japan,1998,3,100.41986
Kazakhstan,1998,3,3.047842
Iran,1998,3,32.610016
Turkiye,1998,3,46.624367
India,1998,4,25.973509
India,1998,4,15.781409
India,1998,4,2.0190146
Pakistan,1998,4,30.899645
Bangladesh,1998,4,190.34276
Nepal,1998,4,45.144077
SriLanka,1998,4,44.895462
Thailand,1998,4,71.56358
VietNam,1998,4,11.970098
Indonesia,1998,4,183.23494
Philippines,1998,4,27.0587
Myanmar,1998,4,3.1436558
Cambodia,1998,4,54.23415
China,1998,4,43.547783
China,1998,4,31.43087
China,1998,4,230.10434
Japan,1998,4,98.328
Kazakhstan,1998,4,24.89603
Iran,1998,4,73.64603
Turkiye,1998,4,44.703796
India,1999,2,19.754883
India,1999,2,0.0
India,1999,2,43.73065
Pakistan,1999,2,14.812766
Bangladesh,1999,2,8.083821
Nepal,1999,2,4.631182
SriLanka,1999,2,192.57147
Thailand,1999,2,15.596955
VietNam,1999,2,15.682536
Indonesia,1999,2,393.53012
Philippines,1999,2,0.0
Myanmar,1999,2,1.2969016
Cambodia,1999,2,4.1178293
China,1999,2,5.1198673
China,1999,2,0.6299608
China,1999,2,11.690609
Japan,1999,2,216.62589
Kazakhstan,1999,2,18.002382
Iran,1999,2,32.397953
Turkiye,1999,2,23.699238
India,1999,3,34.754627
India,1999,3,0.13442287
India,1999,3,0.0
Pakistan,1999,3,24.17053
Bangladesh,1999,3,5.66333
Nepal,1999,3,0.0
SriLanka,1999,3,9.049765
Thailand,1999,3,52.815872
VietNam,1999,3,6.3855486
Indonesia,1999,3,361.99582
Philippines,1999,3,68.1943
Myanmar,1999,3,4.6691494
Cambodia,1999,3,26.592838
China,1999,3,54.460575
China,1999,3,35.08206
China,1999,3,88.85366
Japan,1999,3,144.18411
Kazakhstan,1999,3,20.858189
Iran,1999,3,61.531807
Turkiye,1999,3,37.38585
India,1999,4,0.0
India,1999,4,0.0
India,1999,4,0.0
Pakistan,1999,4,0.0
Bangladesh,1999,4,13.120417
Nepal,1999,4,5.6456223
SriLanka,1999,4,136.158
Thailand,1999,4,267.47302
VietNam,1999,4,217.17932
Indonesia,1999,4,225.28806
Philippines,1999,4,195.65689
Myanmar,1999,4,120.038284
Cambodia,1999,4,253.31686
China,1999,4,34.01947
China,1999,4,16.075203
China,1999,4,201.3173
Japan,1999,4,102.22534
Kazakhstan,1999,4,0.0
Iran,1999,4,6.5374103
Turkiye,1999,4,19.910746
India,2000,2,0.0
India,2000,2,0.0
India,2000,2,0.61089337
Pakistan,2000,2,4.6831713
Bangladesh,2000,2,33.155327
Nepal,2000,2,0.0
SriLanka,2000,2,251.68427
Thailand,2000,2,22.301146
VietNam,2000,2,13.100151
Indonesia,2000,2,302.11932
Philippines,2000,2,31.208443
Myanmar,2000,2,1.2969265
Cambodia,2000,2,31.83532
China,2000,2,4.929165
China,2000,2,0.0
China,2000,2,23.491232
Japan,2000,2,216.11407
Kazakhstan,2000,2,51.10324
Iran,2000,2,18.069307
Turkiye,2000,2,0.0
India,2000,3,23.440954
India,2000,3,0.3454218
India,2000,3,0.0
Pakistan,2000,3,3.6129029
Bangladesh,2000,3,29.840393
Nepal,2000,3,0.0
SriLanka,2000,3,43.02738
Thailand,2000,3,30.24218
VietNam,2000,3,28.09446
Indonesia,2000,3,305.5204
Philippines,2000,3,66.51994
Myanmar,2000,3,8.291069
Cambodia,2000,3,27.547382
China,2000,3,1.8147649
China,2000,3,16.082842
China,2000,3,15.844428
Japan,2000,3,150.82568
Kazakhstan,2000,3,37.600243
Iran,2000,3,31.124435
Turkiye,2000,3,7.163345
India,2000,4,19.448166
India,2000,4,23.569407
India,2000,4,0.0
Pakistan,2000,4,6.923438
Bangladesh,2000,4,145.3289
Nepal,2000,4,28.063978
SriLanka,2000,4,82.941895
Thailand,2000,4,201.38033
VietNam,2000,4,94.228615
Indonesia,2000,4,285.70694
Philippines,2000,4,153.32176
Myanmar,2000,4,36.331905
Cambodia,2000,4,136.91977
China,2000,4,12.893976
China,2000,4,24.570654
China,2000,4,32.590897
Japan,2000,4,108.311775
Kazakhstan,2000,4,45.781532
Iran,2000,4,11.589113
Turkiye,2000,4,51.220055
India,2001,2,1.5481062
India,2001,2,0.0
India,2001,2,0.5725074
Pakistan,2001,2,0.0
Bangladesh,2001,2,20.270685
Nepal,2001,2,0.0
SriLanka,2001,2,147.92487
Thailand,2001,2,5.8717175
VietNam,2001,2,17.14167
Indonesia,2001,2,340.50885
Philippines,2001,2,72.06368
Myanmar,2001,2,2.197905
Cambodia,2001,2,0.6386579
China,2001,2,20.326815
China,2001,2,5.323803
China,2001,2,51.423203
Japan,2001,2,104.96451
Kazakhstan,2001,2,40.79005
Iran,2001,2,14.31253
Turkiye,2001,2,20.573175
India,2001,3,26.800653
India,2001,3,19.68067
India,2001,3,8.405863
Pakistan,2001,3,3.3870673
Bangladesh,2001,3,45.45076
Nepal,2001,3,17.393295
SriLanka,2001,3,16.66841
Thailand,2001,3,104.95673
VietNam,2001,3,83.78615
Indonesia,2001,3,189.29236
Philippines,2001,3,47.602978
Myanmar,2001,3,58.955536
Cambodia,2001,3,188.34222
China,2001,3,13.751447
China,2001,3,4.0830183
China,2001,3,66.188736
Japan,2001,3,140.873
Kazakhstan,2001,3,32.745853
Iran,2001,3,34.73037
Turkiye,2001,3,20.250374
India,2001,4,46.644073
India,2001,4,1.6623731
India,2001,4,0.0
Pakistan,2001,4,15.906006
Bangladesh,2001,4,89.28344
Nepal,2001,4,2.205405
SriLanka,2001,4,226.65662
Thailand,2001,4,43.035984
VietNam,2001,4,68.48123
Indonesia,2001,4,398.4389
Philippines,2001,4,55.423195
Myanmar,2001,4,0.72527236
Cambodia,2001,4,35.735153
China,2001,4,18.326214
China,2001,4,17.755817
China,2001,4,158.47408
Japan,2001,4,28.819008
Kazakhstan,2001,4,11.548186
Iran,2001,4,5.7002344
Turkiye,2001,4,32.10354
India,2002,2,16.067835
India,2002,2,14.827432
India,2002,2,27.521648
Pakistan,2002,2,5.4170914
Bangladesh,2002,2,10.0208025
Nepal,2002,2,29.14714
SriLanka,2002,2,83.17646
Thailand,2002,2,5.2235966
VietNam,2002,2,0.0
Indonesia,2002,2,341.61902
Philippines,2002,2,0.0
Myanmar,2002,2,2.0391889
Cambodia,2002,2,0.65227175
China,2002,2,0.0
China,2002,2,0.67178226
China,2002,2,61.375008
Japan,2002,2,98.96082
Kazakhstan,2002,2,43.643818
Iran,2002,2,13.708424
Turkiye,2002,2,28.840578
India,2002,3,25.140251
India,2002,3,5.5057564
India,2002,3,15.026786
Pakistan,2002,3,10.293379
Bangladesh,2002,3,61.710884
Nepal,2002,3,3.3079944
SriLanka,2002,3,72.46004
Thailand,2002,3,23.875637
VietNam,2002,3,0.0
Indonesia,2002,3,377.88318
Philippines,2002,3,1.6214912
Myanmar,2002,3,0.6260165
Cambodia,2002,3,14.028044
China,2002,3,10.742965
China,2002,3,21.435413
China,2002,3,181.03253
Japan,2002,3,135.80998
Kazakhstan,2002,3,29.74511
Iran,2002,3,29.040306
Turkiye,2002,3,20.59327
India,2002,4,3.9738588
India,2002,4,13.866308
India,2002,4,10.362717
Pakistan,2002,4,4.552886
Bangladesh,2002,4,133.93634
Nepal,2002,4,26.609035
SriLanka,2002,4,276.68826
Thailand,2002,4,66.06709
VietNam,2002,4,8.068931
Indonesia,2002,4,226.13536
Philippines,2002,4,19.241726
Myanmar,2002,4,3.6609006
Cambodia,2002,4,171.13881
China,2002,4,16.6781
China,2002,4,60.327015
China,2002,4,312.13492
Japan,2002,4,69.323715
Kazakhstan,2002,4,42.373997
Iran,2002,4,76.40332
Turkiye,2002,4,76.59451
India,2003,2,79.06996
India,2003,2,39.744644
India,2003,2,14.367259
Pakistan,2003,2,77.78088
Bangladesh,2003,2,22.126755
Nepal,2003,2,62.087166
SriLanka,2003,2,123.94843
Thailand,2003,2,12.157316
VietNam,2003,2,0.26261786
Indonesia,2003,2,461.73953
Philippines,2003,2,0.0
Myanmar,2003,2,1.5259795
Cambodia,2003,2,0.7451158
China,2003,2,7.044071
China,2003,2,0.0
China,2003,2,62.950935
Japan,2003,2,37.950966
Kazakhstan,2003,2,14.517196
Iran,2003,2,40.198524
Turkiye,2003,2,34.579334
India,2003,3,15.623403
India,2003,3,3.0079753
India,2003,3,0.3650692
Pakistan,2003,3,22.728241
Bangladesh,2003,3,116.85182
Nepal,2003,3,38.680573
SriLanka,2003,3,70.49123
Thailand,2003,3,154.63991
VietNam,2003,3,0.0
Indonesia,2003,3,261.2662
Philippines,2003,3,10.75551
Myanmar,2003,3,3.018545
Cambodia,2003,3,101.62198
China,2003,3,21.649506
China,2003,3,9.072382
China,2003,3,154.47266
Japan,2003,3,108.05794
Kazakhstan,2003,3,0.0
Iran,2003,3,50.239624
Turkiye,2003,3,41.202805
India,2003,4,4.6525335
India,2003,4,21.27203
India,2003,4,2.5678582
Pakistan,2003,4,6.1879787
Bangladesh,2003,4,124.17522
Nepal,2003,4,25.343218
SriLanka,2003,4,143.51938
Thailand,2003,4,33.743008
VietNam,2003,4,23.871593
Indonesia,2003,4,184.84799
Philippines,2003,4,24.150879
Myanmar,2003,4,10.79092
Cambodia,2003,4,62.145004
China,2003,4,55.739887
China,2003,4,13.654591
China,2003,4,226.43637
Japan,2003,4,109.95295
Kazakhstan,2003,4,22.115032
Iran,2003,4,79.39604
Turkiye,2003,4,52.98513
India,2004,2,5.3025055
India,2004,2,0.0
India,2004,2,0.5105641
Pakistan,2004,2,0.0
Bangladesh,2004,2,8.082788
Nepal,2004,2,0.0
SriLanka,2004,2,20.125584
Thailand,2004,2,16.642841
VietNam,2004,2,2.2292993
Indonesia,2004,2,366.53973
Philippines,2004,2,7.4140863
Myanmar,2004,2,1.1458969
Cambodia,2004,2,2.6721628
China,2004,2,11.756996
China,2004,2,4.546356
China,2004,2,71.23924
Japan,2004,2,91.440735
Kazakhstan,2004,2,20.947018
Iran,2004,2,18.698616
Turkiye,2004,2,36.05898
India,2004,3,0.0
India,2004,3,0.17897479
India,2004,3,0.0
Pakistan,2004,3,2.5183668
Bangladesh,2004,3,13.403013
Nepal,2004,3,0.0
SriLanka,2004,3,94.244385
Thailand,2004,3,0.899634
VietNam,2004,3,0.08550782
Indonesia,2004,3,291.8353
Philippines,2004,3,0.10183937
Myanmar,2004,3,0.6706588
Cambodia,2004,3,14.13346
China,2004,3,14.985519
China,2004,3,11.899514
China,2004,3,54.742188
Japan,2004,3,59.873962
Kazakhstan,2004,3,48.58282
Iran,2004,3,56.485146
Turkiye,2004,3,31.465897
India,2004,4,16.105116
India,2004,4,30.932217
India,2004,4,0.0
Pakistan,2004,4,18.2983
Bangladesh,2004,4,156.63101
Nepal,2004,4,19.62669
SriLanka,2004,4,187.39273
Thailand,2004,4,44.773224
VietNam,2004,4,17.428843
Indonesia,2004,4,330.24738
Philippines,2004,4,55.601944
Myanmar,2004,4,14.585308
Cambodia,2004,4,83.27956
China,2004,4,10.681167
China,2004,4,0.0
China,2004,4,144.98451
Japan,2004,4,94.660385
Kazakhstan,2004,4,41.632736
Iran,2004,4,65.660645
Turkiye,2004,4,43.522575
India,2005,2,69.52877
India,2005,2,29.843233
India,2005,2,0.52401245
Pakistan,2005,2,46.50103
Bangladesh,2005,2,15.100941
Nepal,2005,2,0.0
SriLanka,2005,2,19.86425
Thailand,2005,2,5.0867414
VietNam,2005,2,0.0
Indonesia,2005,2,194.80927
Philippines,2005,2,0.0
Myanmar,2005,2,1.1842079
Cambodia,2005,2,0.6524883
China,2005,2,12.040242
China,2005,2,0.0
China,2005,2,113.53949
Japan,2005,2,194.13675
Kazakhstan,2005,2,22.601294
Iran,2005,2,24.226946
Turkiye,2005,2,19.07304
India,2005,3,55.18653
India,2005,3,8.099844
India,2005,3,21.650883
Pakistan,2005,3,82.85697
Bangladesh,2005,3,122.28996
Nepal,2005,3,29.721146
SriLanka,2005,3,56.175346
Thailand,2005,3,47.908375
VietNam,2005,3,0.0
Indonesia,2005,3,370.45978
Philippines,2005,3,18.443527
Myanmar,2005,3,0.8365997
Cambodia,2005,3,11.011248
China,2005,3,4.3080134
China,2005,3,0.0
China,2005,3,58.13591
Japan,2005,3,130.53139
Kazakhstan,2005,3,64.48081
Iran,2005,3,85.32173
Turkiye,2005,3,28.99327
India,2005,4,10.4385395
India,2005,4,5.728034
India,2005,4,1.5499934
Pakistan,2005,4,3.735624
Bangladesh,2005,4,91.75363
Nepal,2005,4,17.205278
SriLanka,2005,4,224.9802
Thailand,2005,4,94.69753
VietNam,2005,4,4.76294
Indonesia,2005,4,152.43011
Philippines,2005,4,15.173102
Myanmar,2005,4,10.417362
Cambodia,2005,4,36.983673
China,2005,4,13.946128
China,2005,4,52.55373
China,2005,4,115.113754
Japan,2005,4,50.029617
Kazakhstan,2005,4,5.315775
Iran,2005,4,19.945438
Turkiye,2005,4,41.213352
India,2006,2,13.668158
India,2006,2,0.0
India,2006,2,0.5105643
Pakistan,2006,2,13.814867
Bangladesh,2006,2,7.8040214
Nepal,2006,2,0.0
SriLanka,2006,2,58.973995
Thailand,2006,2,16.515192
VietNam,2006,2,0.4188294
Indonesia,2006,2,266.41006
Philippines,2006,2,0.0
Myanmar,2006,2,3.1038961
Cambodia,2006,2,21.770548
China,2006,2,18.88901
China,2006,2,10.769772
China,2006,2,117.2337
Japan,2006,2,135.17087
Kazakhstan,2006,2,5.7646036
Iran,2006,2,35.67282
Turkiye,2006,2,19.853373
India,2006,3,68.897575
India,2006,3,36.466743
India,2006,3,74.58124
Pakistan,2006,3,16.020636
Bangladesh,2006,3,14.135876
Nepal,2006,3,42.40155
SriLanka,2006,3,145.97264
Thailand,2006,3,51.36518
VietNam,2006,3,62.2039
Indonesia,2006,3,332.47034
Philippines,2006,3,22.421543
Myanmar,2006,3,1.0614007
Cambodia,2006,3,34.854797
China,2006,3,8.083636
China,2006,3,23.757092
China,2006,3,41.722046
Japan,2006,3,128.11461
Kazakhstan,2006,3,39.41625
Iran,2006,3,45.18083
Turkiye,2006,3,26.972952
India,2006,4,1.0301697
India,2006,4,29.15504
India,2006,4,0.5668848
Pakistan,2006,4,11.286688
Bangladesh,2006,4,154.31595
Nepal,2006,4,44.76931
SriLanka,2006,4,134.00952
Thailand,2006,4,103.88111
VietNam,2006,4,74.27827
Indonesia,2006,4,250.35158
Philippines,2006,4,30.222713
Myanmar,2006,4,180.48709
Cambodia,2006,4,163.50388
China,2006,4,27.158142
China,2006,4,32.264545
China,2006,4,140.07088
Japan,2006,4,106.186295
Kazakhstan,2006,4,64.34096
Iran,2006,4,37.294075
Turkiye,2006,4,60.007713
India,2007,2,123.307526
India,2007,2,58.103977
India,2007,2,12.970932
Pakistan,2007,2,74.85559
Bangladesh,2007,2,61.478333
Nepal,2007,2,69.42194
SriLanka,2007,2,68.87963
Thailand,2007,2,6.387291
VietNam,2007,2,0.0
Indonesia,2007,2,195.2659
Philippines,2007,2,4.0112104
Myanmar,2007,2,1.1702899
Cambodia,2007,2,0.78027064
China,2007,2,11.526367
China,2007,2,2.7357383
China,2007,2,111.63684
Japan,2007,2,87.61077
Kazakhstan,2007,2,75.19913
Iran,2007,2,43.0618
Turkiye,2007,2,22.385138
India,2007,3,66.92161
India,2007,3,28.576822
India,2007,3,0.0
Pakistan,2007,3,36.063572
Bangladesh,2007,3,18.802334
Nepal,2007,3,26.63084
SriLanka,2007,3,9.171969
Thailand,2007,3,6.677235
VietNam,2007,3,16.839237
Indonesia,2007,3,417.35864
Philippines,2007,3,33.608177
Myanmar,2007,3,0.62601554
Cambodia,2007,3,51.576054
China,2007,3,74.978745
China,2007,3,26.041922
China,2007,3,43.52098
Japan,2007,3,96.06704
Kazakhstan,2007,3,19.51221
Iran,2007,3,122.58383
Turkiye,2007,3,21.219738
India,2007,4,18.975008
India,2007,4,12.175081
India,2007,4,0.0
Pakistan,2007,4,4.770691
Bangladesh,2007,4,129.10211
Nepal,2007,4,45.623104
SriLanka,2007,4,142.7391
Thailand,2007,4,89.250084
VietNam,2007,4,31.373917
Indonesia,2007,4,320.10614
Philippines,2007,4,24.00289
Myanmar,2007,4,14.133072
Cambodia,2007,4,143.25427
China,2007,4,26.628578
China,2007,4,12.974539
China,2007,4,120.9138
Japan,2007,4,87.28932
Kazakhstan,2007,4,76.86392
Iran,2007,4,32.688892
Turkiye,2007,4,9.3053465
India,2008,2,0.0
India,2008,2,0.0
India,2008,2,0.5206213
Pakistan,2008,2,0.0
Bangladesh,2008,2,22.659206
Nepal,2008,2,0.0
SriLanka,2008,2,103.183464
Thailand,2008,2,13.404711
VietNam,2008,2,11.089871
Indonesia,2008,2,530.9793
Philippines,2008,2,1.8600402
Myanmar,2008,2,2.0771296
Cambodia,2008,2,24.115244
China,2008,2,0.0
China,2008,2,0.0
China,2008,2,23.95309
Japan,2008,2,65.13842
Kazakhstan,2008,2,56.44061
Iran,2008,2,0.0
Turkiye,2008,2,10.858038
India,2008,3,0.6032417
India,2008,3,0.14476365
India,2008,3,0.0
Pakistan,2008,3,0.47398487
Bangladesh,2008,3,78.45661
Nepal,2008,3,19.30633
SriLanka,2008,3,283.8824
Thailand,2008,3,5.6557035
VietNam,2008,3,3.531129
Indonesia,2008,3,400.14673
Philippines,2008,3,39.09192
Myanmar,2008,3,7.9452553
Cambodia,2008,3,58.281273
China,2008,3,5.8272533
China,2008,3,25.844105
China,2008,3,89.0941
Japan,2008,3,86.35801
Kazakhstan,2008,3,46.135136
Iran,2008,3,12.999264
Turkiye,2008,3,41.321182
India,2008,4,49.157368
India,2008,4,23.639349
India,2008,4,0.0
Pakistan,2008,4,48.052803
Bangladesh,2008,4,44.077927
Nepal,2008,4,10.36666
SriLanka,2008,4,164.48729
Thailand,2008,4,124.6639
VietNam,2008,4,92.37113
Indonesia,2008,4,169.58656
Philippines,2008,4,92.49241
Myanmar,2008,4,113.82101
Cambodia,2008,4,119.51422
China,2008,4,68.56732
China,2008,4,25.700811
China,2008,4,96.72258
Japan,2008,4,138.03989
Kazakhstan,2008,4,36.305878
Iran,2008,4,33.95967
Turkiye,2008,4,33.761894
India,2009,2,22.225729
India,2009,2,0.0
India,2009,2,0.49706888
Pakistan,2009,2,9.87871
Bangladesh,2009,2,8.702761
Nepal,2009,2,0.0
SriLanka,2009,2,5.2415285
Thailand,2009,2,15.20018
VietNam,2009,2,22.446487
Indonesia,2009,2,490.36792
Philippines,2009,2,41.904152
Myanmar,2009,2,1.1729792
Cambodia,2009,2,42.513092
China,2009,2,34.173077
China,2009,2,15.545647
China,2009,2,66.3315
Japan,2009,2,151.98254
Kazakhstan,2009,2,27.85851
Iran,2009,2,51.272125
Turkiye,2009,2,61.76602
India,2009,3,37.550877
India,2009,3,2.314841
India,2009,3,0.0
Pakistan,2009,3,37.970222
Bangladesh,2009,3,61.960094
Nepal,2009,3,0.0
SriLanka,2009,3,123.35062
Thailand,2009,3,48.835705
VietNam,2009,3,7.816928
Indonesia,2009,3,183.09842
Philippines,2009,3,32.782784
Myanmar,2009,3,12.781204
Cambodia,2009,3,109.087296
China,2009,3,37.35014
China,2009,3,20.868528
China,2009,3,70.96882
Japan,2009,3,95.551155
Kazakhstan,2009,3,47.175774
Iran,2009,3,67.21407
Turkiye,2009,3,26.15231
India,2009,4,32.583168
India,2009,4,0.0
India,2009,4,2.3678381
Pakistan,2009,4,15.3357
Bangladesh,2009,4,73.74945
Nepal,2009,4,0.05624976
SriLanka,2009,4,209.09741
Thailand,2009,4,90.64647
VietNam,2009,4,113.932976
Indonesia,2009,4,326.8389
Philippines,2009,4,204.65782
Myanmar,2009,4,67.31074
Cambodia,2009,4,276.83517
China,2009,4,50.828564
China,2009,4,56.807945
China,2009,4,219.58853
Japan,2009,4,114.12062
Kazakhstan,2009,4,20.91923
Iran,2009,4,110.61977
Turkiye,2009,4,9.595387
India,2010,2,43.349373
India,2010,2,3.2443213
India,2010,2,6.5580387
Pakistan,2010,2,30.228397
Bangladesh,2010,2,23.65115
Nepal,2010,2,5.288885
SriLanka,2010,2,44.31697
Thailand,2010,2,11.541974
VietNam,2010,2,0.0
Indonesia,2010,2,318.5587
Philippines,2010,2,0.0
Myanmar,2010,2,1.1842067
Cambodia,2010,2,0.7692097
China,2010,2,31.27666
China,2010,2,17.517105
China,2010,2,51.90512
Japan,2010,2,171.75935
Kazakhstan,2010,2,24.995674
Iran,2010,2,48.170673
Turkiye,2010,2,61.575417
India,2010,3,5.052665
India,2010,3,3.9828253
India,2010,3,0.36509353
Pakistan,2010,3,17.2515
Bangladesh,2010,3,48.008278
Nepal,2010,3,0.770634
SriLanka,2010,3,54.58673
Thailand,2010,3,7.052605
VietNam,2010,3,0.0
Indonesia,2010,3,509.72644
Philippines,2010,3,0.0839299
Myanmar,2010,3,1.3421546
Cambodia,2010,3,38.173073
China,2010,3,52.950905
China,2010,3,51.390305
China,2010,3,186.86053
Japan,2010,3,129.38773
Kazakhstan,2010,3,58.309425
Iran,2010,3,61.75566
Turkiye,2010,3,18.630577
India,2010,4,13.696573
India,2010,4,0.0
India,2010,4,2.100944
Pakistan,2010,4,8.200885
Bangladesh,2010,4,103.7943
Nepal,2010,4,19.066486
SriLanka,2010,4,155.75821
Thailand,2010,4,25.135624
VietNam,2010,4,12.674903
Indonesia,2010,4,347.26733
Philippines,2010,4,54.525444
Myanmar,2010,4,0.72507846
Cambodia,2010,4,93.49536
China,2010,4,47.295467
China,2010,4,45.910072
China,2010,4,175.68747
Japan,2010,4,148.62886
Kazakhstan,2010,4,5.669268
Iran,2010,4,25.035309
Turkiye,2010,4,35.157333
India,2011,2,49.08143
India,2011,2,3.154914
India,2011,2,0.6440455
Pakistan,2011,2,34.61721
Bangladesh,2011,2,9.515804
Nepal,2011,2,14.067157
SriLanka,2011,2,318.3578
Thailand,2011,2,19.363886
VietNam,2011,2,0.0
Indonesia,2011,2,293.61542
Philippines,2011,2,14.060547
Myanmar,2011,2,1.3266115
Cambodia,2011,2,1.9766719
China,2011,2,0.0
China,2011,2,7.053924
China,2011,2,17.211235
Japan,2011,2,107.78597
Kazakhstan,2011,2,15.696356
Iran,2011,2,68.56406
Turkiye,2011,2,60.573425
India,2011,3,6.555617
India,2011,3,0.29464144
India,2011,3,0.0
Pakistan,2011,3,3.4949193
Bangladesh,2011,3,18.020937
Nepal,2011,3,0.0
SriLanka,2011,3,40.871017
Thailand,2011,3,97.903275
VietNam,2011,3,37.59858
Indonesia,2011,3,351.5774
Philippines,2011,3,30.701939
Myanmar,2011,3,32.49891
Cambodia,2011,3,71.57942
China,2011,3,6.298357
China,2011,3,3.3784504
China,2011,3,39.27899
Japan,2011,3,66.40382
Kazakhstan,2011,3,0.0
Iran,2011,3,23.153406
Turkiye,2011,3,31.8726
India,2011,4,12.709127
India,2011,4,10.984989
India,2011,4,0.72932196
Pakistan,2011,4,21.11222
Bangladesh,2011,4,113.758484
Nepal,2011,4,18.346525
SriLanka,2011,4,289.4349
Thailand,2011,4,121.45
VietNam,2011,4,38.138027
Indonesia,2011,4,295.27
Philippines,2011,4,43.11959
Myanmar,2011,4,43.488064
Cambodia,2011,4,172.69759
China,2011,4,4.077422
China,2011,4,17.248663
China,2011,4,63.223877
Japan,2011,4,91.254715
Kazakhstan,2011,4,53.35849
Iran,2011,4,19.823528
Turkiye,2011,4,66.91978
India,2012,2,4.400298
India,2012,2,0.0
India,2012,2,0.5105636
Pakistan,2012,2,7.797359
Bangladesh,2012,2,16.408237
Nepal,2012,2,0.0
SriLanka,2012,2,208.40868
Thailand,2012,2,28.284489
VietNam,2012,2,10.818243
Indonesia,2012,2,258.7717
Philippines,2012,2,44.970314
Myanmar,2012,2,1.1842057
Cambodia,2012,2,32.356365
China,2012,2,24.353783
China,2012,2,0.0
China,2012,2,56.55642
Japan,2012,2,167.44795
Kazakhstan,2012,2,0.0
Iran,2012,2,38.107964
Turkiye,2012,2,31.114561
India,2012,3,9.755682
India,2012,3,0.27543184
India,2012,3,0.0
Pakistan,2012,3,4.0032253
Bangladesh,2012,3,8.056213
Nepal,2012,3,0.0
SriLanka,2012,3,69.11621
Thailand,2012,3,29.834778
VietNam,2012,3,57.10485
Indonesia,2012,3,317.39246
Philippines,2012,3,64.43881
Myanmar,2012,3,1.5857655
Cambodia,2012,3,25.117256
China,2012,3,22.392544
China,2012,3,14.397455
China,2012,3,114.969925
Japan,2012,3,136.68028
Kazakhstan,2012,3,26.958652
Iran,2012,3,36.178818
Turkiye,2012,3,0.0
India,2012,4,33.975975
India,2012,4,15.158216
India,2012,4,1.673731
Pakistan,2012,4,31.503498
Bangladesh,2012,4,143.19997
Nepal,2012,4,24.00573
SriLanka,2012,4,175.46754
Thailand,2012,4,59.01104
VietNam,2012,4,97.229
Indonesia,2012,4,226.81883
Philippines,2012,4,57.42418
Myanmar,2012,4,11.781428
Cambodia,2012,4,84.79651
China,2012,4,52.181133
China,2012,4,48.481403
