Category,Year,Month,precip_mm
China,2012,4,134.61316
Japan,2012,4,114.67389
Kazakhstan,2012,4,14.551868
Iran,2012,4,36.41574
Turkiye,2012,4,17.546366
India,2013,2,96.62061
India,2013,2,13.030966
India,2013,2,20.644144
Pakistan,2013,2,65.71631
Bangladesh,2013,2,16.654398
Nepal,2013,2,52.024956
SriLanka,2013,2,168.33629
Thailand,2013,2,20.124926
VietNam,2013,2,31.715408
Indonesia,2013,2,321.34534
Philippines,2013,2,17.567804
Myanmar,2013,2,1.1842065
Cambodia,2013,2,6.471697
China,2013,2,24.622662
China,2013,2,12.523182
China,2013,2,52.759327
Japan,2013,2,99.218796
Kazakhstan,2013,2,29.257118
Iran,2013,2,43.82536
Turkiye,2013,2,37.530006
India,2013,3,36.098072
India,2013,3,5.325395
India,2013,3,18.131834
Pakistan,2013,3,9.064392
Bangladesh,2013,3,23.472387
Nepal,2013,3,8.251876
SriLanka,2013,3,172.0532
Thailand,2013,3,25.696083
VietNam,2013,3,2.5879045
Indonesia,2013,3,362.68518
Philippines,2013,3,33.87449
Myanmar,2013,3,3.570921
Cambodia,2013,3,61.787407
China,2013,3,9.164743
China,2013,3,17.1091
China,2013,3,133.4136
Japan,2013,3,43.516983
Kazakhstan,2013,3,62.741142
Iran,2013,3,68.00384
Turkiye,2013,3,36.26484
India,2013,4,10.459562
India,2013,4,35.379097
India,2013,4,8.197208
Pakistan,2013,4,20.66611
Bangladesh,2013,4,94.10245
Nepal,2013,4,30.42432
SriLanka,2013,4,77.01171
Thailand,2013,4,67.414024
VietNam,2013,4,78.57087
Indonesia,2013,4,422.38696
Philippines,2013,4,106.78309
Myanmar,2013,4,2.004496
Cambodia,2013,4,191.97485
China,2013,4,10.825655
China,2013,4,47.449062
China,2013,4,144.30992
Japan,2013,4,132.25505
Kazakhstan,2013,4,33.809525
Iran,2013,4,29.970684
Turkiye,2013,4,43.247593
India,2014,2,14.114096
India,2014,2,43.20215
India,2014,2,50.16287
Pakistan,2014,2,7.5019226
Bangladesh,2014,2,23.844168
Nepal,2014,2,25.835007
SriLanka,2014,2,28.756424
Thailand,2014,2,6.980471
VietNam,2014,2,0.0
Indonesia,2014,2,246.27263
Philippines,2014,2,0.0
Myanmar,2014,2,1.184206
Cambodia,2014,2,0.6830445
China,2014,2,11.865879
China,2014,2,5.5649185
China,2014,2,28.62571
Japan,2014,2,157.78629
Kazakhstan,2014,2,6.6426134
Iran,2014,2,13.947252
Turkiye,2014,2,20.987488
India,2014,3,46.05102
India,2014,3,13.085709
India,2014,3,10.754312
Pakistan,2014,3,33.10977
Bangladesh,2014,3,37.25565
Nepal,2014,3,6.667075
SriLanka,2014,3,25.411995
Thailand,2014,3,19.164515
VietNam,2014,3,0.0
Indonesia,2014,3,227.48581
Philippines,2014,3,0.23396562
Myanmar,2014,3,0.6260165
Cambodia,2014,3,13.994841
China,2014,3,4.4014807
China,2014,3,12.443042
China,2014,3,98.47454
Japan,2014,3,121.73574
Kazakhstan,2014,3,32.674637
Iran,2014,3,60.07696
Turkiye,2014,3,42.146427
India,2014,4,41.148697
India,2014,4,1.4738245
India,2014,4,2.0923736
Pakistan,2014,4,42.529495
Bangladesh,2014,4,74.190865
Nepal,2014,4,1.1199317
SriLanka,2014,4,222.87975
Thailand,2014,4,119.33096
VietNam,2014,4,29.413675
Indonesia,2014,4,192.38374
Philippines,2014,4,70.644135
Myanmar,2014,4,1.5976188
Cambodia,2014,4,154.13605
China,2014,4,31.433495
China,2014,4,0.13751754
China,2014,4,129.3411
Japan,2014,4,60.57371
Kazakhstan,2014,4,12.194468
Iran,2014,4,51.855526
Turkiye,2014,4,18.397629
India,2015,2,77.952675
India,2015,2,1.4061446
India,2015,2,14.353888
Pakistan,2015,2,43.730473
Bangladesh,2015,2,21.05949
Nepal,2015,2,15.521908
SriLanka,2015,2,98.6463
Thailand,2015,2,23.324894
VietNam,2015,2,3.4458108
Indonesia,2015,2,300.054
Philippines,2015,2,0.0
Myanmar,2015,2,1.1842041
Cambodia,2015,2,0.7389791
China,2015,2,3.8743923
China,2015,2,2.0685525
China,2015,2,139.03564
Japan,2015,2,111.148926
Kazakhstan,2015,2,12.946729
Iran,2015,2,69.93573
Turkiye,2015,2,50.538483
India,2015,3,96.3193
India,2015,3,36.138054
India,2015,3,39.1328
Pakistan,2015,3,68.76685
Bangladesh,2015,3,37.89345
Nepal,2015,3,75.866714
SriLanka,2015,3,77.4803
Thailand,2015,3,110.87934
VietNam,2015,3,0.0
Indonesia,2015,3,359.3366
Philippines,2015,3,0.08169659
Myanmar,2015,3,4.1325736
Cambodia,2015,3,4.3519597
China,2015,3,6.9182625
China,2015,3,0.0
China,2015,3,94.04587
Japan,2015,3,134.10777
Kazakhstan,2015,3,6.8830156
Iran,2015,3,42.74347
Turkiye,2015,3,54.31723
India,2015,4,25.519217
India,2015,4,26.163176
India,2015,4,1.4383669
Pakistan,2015,4,17.622644
Bangladesh,2015,4,160.67989
Nepal,2015,4,46.56422
SriLanka,2015,4,225.55794
Thailand,2015,4,108.09359
VietNam,2015,4,34.9366
Indonesia,2015,4,343.6736
Philippines,2015,4,57.302834
Myanmar,2015,4,11.526885
Cambodia,2015,4,133.22243
China,2015,4,39.17335
China,2015,4,18.807758
China,2015,4,161.89319
Japan,2015,4,136.14557
Kazakhstan,2015,4,35.8957
Iran,2015,4,13.20933
Turkiye,2015,4,9.411489
India,2016,2,5.884935
India,2016,2,0.0
India,2016,2,0.46891344
Pakistan,2016,2,0.0
Bangladesh,2016,2,15.157883
Nepal,2016,2,1.8311859
SriLanka,2016,2,47.25681
Thailand,2016,2,6.9446697
VietNam,2016,2,10.042677
Indonesia,2016,2,294.05246
Philippines,2016,2,0.0
Myanmar,2016,2,2.0511415
Cambodia,2016,2,0.6629441
China,2016,2,17.153978
China,2016,2,18.901552
China,2016,2,52.661575
Japan,2016,2,89.96765
Kazakhstan,2016,2,59.088024
Iran,2016,2,16.149036
Turkiye,2016,2,21.83807
India,2016,3,38.57134
India,2016,3,17.834213
India,2016,3,5.1078815
Pakistan,2016,3,54.88824
Bangladesh,2016,3,80.621346
Nepal,2016,3,26.042286
SriLanka,2016,3,37.667923
Thailand,2016,3,30.495647
VietNam,2016,3,0.0
Indonesia,2016,3,176.68063
Philippines,2016,3,0.09139401
Myanmar,2016,3,3.8590999
Cambodia,2016,3,9.071219
China,2016,3,5.4056845
China,2016,3,21.291927
China,2016,3,103.67345
Japan,2016,3,33.990517
Kazakhstan,2016,3,57.27995
Iran,2016,3,69.39633
Turkiye,2016,3,29.539356
India,2016,4,12.119635
India,2016,4,4.933814
India,2016,4,0.0
Pakistan,2016,4,17.129705
Bangladesh,2016,4,110.099976
Nepal,2016,4,5.253587
SriLanka,2016,4,97.77527
Thailand,2016,4,49.434887
VietNam,2016,4,0.0
Indonesia,2016,4,298.46716
Philippines,2016,4,52.353127
Myanmar,2016,4,0.8359735
Cambodia,2016,4,53.62406
China,2016,4,23.806423
China,2016,4,37.566597
China,2016,4,300.02298
Japan,2016,4,108.41968
Kazakhstan,2016,4,35.436253
Iran,2016,4,77.40208
Turkiye,2016,4,28.588923
India,2017,2,16.884052
India,2017,2,0.0
India,2017,2,0.6118718
Pakistan,2017,2,15.965819
Bangladesh,2017,2,9.323297
Nepal,2017,2,0.0
SriLanka,2017,2,68.31447
Thailand,2017,2,5.19571
VietNam,2017,2,27.855997
Indonesia,2017,2,338.9961
Philippines,2017,2,4.475745
Myanmar,2017,2,1.2159312
Cambodia,2017,2,11.632343
China,2017,2,8.831667
China,2017,2,8.393148
China,2017,2,63.769466
Japan,2017,2,139.0198
Kazakhstan,2017,2,43.18163
Iran,2017,2,77.31836
Turkiye,2017,2,11.373253
India,2017,3,5.9294586
India,2017,3,0.20375125
India,2017,3,0.0
Pakistan,2017,3,12.4201765
Bangladesh,2017,3,69.70461
Nepal,2017,3,0.0
SriLanka,2017,3,192.46793
Thailand,2017,3,60.34808
VietNam,2017,3,11.144323
Indonesia,2017,3,309.52835
Philippines,2017,3,11.970285
Myanmar,2017,3,0.6293186
Cambodia,2017,3,42.453278
China,2017,3,7.600669
China,2017,3,0.0
China,2017,3,138.64598
Japan,2017,3,86.95992
Kazakhstan,2017,3,0.0
Iran,2017,3,42.636036
Turkiye,2017,3,55.12546
India,2017,4,33.528397
India,2017,4,4.673119
India,2017,4,0.0
Pakistan,2017,4,18.957546
Bangladesh,2017,4,313.95355
Nepal,2017,4,17.860987
SriLanka,2017,4,82.61821
Thailand,2017,4,24.170609
VietNam,2017,4,44.327934
Indonesia,2017,4,310.29034
Philippines,2017,4,64.828
Myanmar,2017,4,63.068714
Cambodia,2017,4,101.130066
China,2017,4,41.814117
China,2017,4,10.307232
China,2017,4,218.94557
Japan,2017,4,69.6026
Kazakhstan,2017,4,40.017956
Iran,2017,4,26.83878
Turkiye,2017,4,40.488037
India,2018,2,26.70797
India,2018,2,23.820015
India,2018,2,11.185381
Pakistan,2018,2,12.942266
Bangladesh,2018,2,35.03511
Nepal,2018,2,13.986439
SriLanka,2018,2,44.55988
Thailand,2018,2,48.561554
VietNam,2018,2,0.0
Indonesia,2018,2,520.2897
Philippines,2018,2,0.0
Myanmar,2018,2,2.1210387
Cambodia,2018,2,3.0207348
China,2018,2,7.2499847
China,2018,2,0.0
China,2018,2,45.25861
Japan,2018,2,64.88332
Kazakhstan,2018,2,16.89965
Iran,2018,2,52.279053
Turkiye,2018,2,24.90546
India,2018,3,1.1579938
India,2018,3,4.424715
India,2018,3,0.0
Pakistan,2018,3,22.27571
Bangladesh,2018,3,50.381763
Nepal,2018,3,11.338964
SriLanka,2018,3,80.783104
Thailand,2018,3,26.131393
VietNam,2018,3,14.486098
Indonesia,2018,3,279.78424
Philippines,2018,3,3.1705577
Myanmar,2018,3,0.6288585
Cambodia,2018,3,23.2655
China,2018,3,6.3303404
China,2018,3,19.549213
China,2018,3,142.75325
Japan,2018,3,138.01492
Kazakhstan,2018,3,64.98311
Iran,2018,3,55.90445
Turkiye,2018,3,45.905914
India,2018,4,15.579563
India,2018,4,11.869802
India,2018,4,0.0
Pakistan,2018,4,11.930408
Bangladesh,2018,4,317.47614
Nepal,2018,4,44.830368
SriLanka,2018,4,144.78642
Thailand,2018,4,105.88854
VietNam,2018,4,22.460163
Indonesia,2018,4,200.38153
Philippines,2018,4,74.13943
Myanmar,2018,4,4.3062096
Cambodia,2018,4,84.23316
China,2018,4,97.69026
China,2018,4,26.12127
China,2018,4,193.29648
Japan,2018,4,91.773994
Kazakhstan,2018,4,27.142208
Iran,2018,4,40.539467
Turkiye,2018,4,15.072548
India,2019,2,76.03679
India,2019,2,40.85274
India,2019,2,4.778465
Pakistan,2019,2,43.500835
Bangladesh,2019,2,67.09851
Nepal,2019,2,53.88308
SriLanka,2019,2,113.48345
Thailand,2019,2,11.499741
VietNam,2019,2,0.0
Indonesia,2019,2,300.44522
Philippines,2019,2,0.0
Myanmar,2019,2,1.2080516
Cambodia,2019,2,0.67980903
China,2019,2,19.30243
China,2019,2,3.2523284
China,2019,2,100.471375
Japan,2019,2,72.77458
Kazakhstan,2019,2,1.20029
Iran,2019,2,93.15526
Turkiye,2019,2,35.811188
India,2019,3,31.283882
India,2019,3,11.2256775
India,2019,3,0.0
Pakistan,2019,3,40.06841
Bangladesh,2019,3,68.029816
Nepal,2019,3,19.645079
SriLanka,2019,3,6.4708242
Thailand,2019,3,0.69769615
VietNam,2019,3,0.0
Indonesia,2019,3,341.35187
Philippines,2019,3,0.07031721
Myanmar,2019,3,0.62931955
Cambodia,2019,3,47.91772
China,2019,3,0.40714175
China,2019,3,0.0
China,2019,3,85.76595
Japan,2019,3,112.276855
Kazakhstan,2019,3,44.360977
Iran,2019,3,80.180214
Turkiye,2019,3,27.738781
India,2019,4,42.77291
India,2019,4,10.771703
India,2019,4,8.366451
Pakistan,2019,4,54.5205
Bangladesh,2019,4,120.91945
Nepal,2019,4,36.03051
SriLanka,2019,4,148.43869
Thailand,2019,4,73.68578
VietNam,2019,4,29.267384
Indonesia,2019,4,382.13565
Philippines,2019,4,70.894936
Myanmar,2019,4,0.7290083
Cambodia,2019,4,83.831345
China,2019,4,23.845842
China,2019,4,5.674198
China,2019,4,134.00996
Japan,2019,4,72.78975
Kazakhstan,2019,4,26.253216
Iran,2019,4,113.27411
Turkiye,2019,4,31.06079
India,2020,2,7.0922604
India,2020,2,11.308802
India,2020,2,0.49985415
Pakistan,2020,2,15.263925
Bangladesh,2020,2,11.376207
Nepal,2020,2,30.704361
SriLanka,2020,2,7.9046364
Thailand,2020,2,4.9839864
VietNam,2020,2,1.5003655
Indonesia,2020,2,392.4381
Philippines,2020,2,0.0
Myanmar,2020,2,10.429508
Cambodia,2020,2,0.6633276
China,2020,2,18.119085
China,2020,2,0.0
China,2020,2,65.62069
Japan,2020,2,61.650383
Kazakhstan,2020,2,43.124344
Iran,2020,2,39.66827
Turkiye,2020,2,25.925426
India,2020,3,25.90824
India,2020,3,50.325607
India,2020,3,11.100185
Pakistan,2020,3,81.70261
Bangladesh,2020,3,30.421833
Nepal,2020,3,37.78677
SriLanka,2020,3,14.139786
Thailand,2020,3,32.948463
VietNam,2020,3,0.0
Indonesia,2020,3,288.851
Philippines,2020,3,9.2084055
Myanmar,2020,3,0.61431646
Cambodia,2020,3,4.939877
China,2020,3,5.5102963
China,2020,3,7.807647
China,2020,3,98.43395
Japan,2020,3,100.69031
Kazakhstan,2020,3,6.9776773
Iran,2020,3,44.53463
Turkiye,2020,3,3.0466127
India,2020,4,13.918543
India,2020,4,29.071821
India,2020,4,0.0
Pakistan,2020,4,41.43645
Bangladesh,2020,4,180.36339
Nepal,2020,4,81.32753
SriLanka,2020,4,133.9671
Thailand,2020,4,34.83863
VietNam,2020,4,30.176476
Indonesia,2020,4,236.14937
Philippines,2020,4,94.80213
Myanmar,2020,4,12.568297
Cambodia,2020,4,105.399414
China,2020,4,10.871548
China,2020,4,22.84089
China,2020,4,57.39854
Japan,2020,4,125.86777
Kazakhstan,2020,4,35.344173
Iran,2020,4,77.451096
Turkiye,2020,4,25.836596
India,2021,2,3.7773354
India,2021,2,0.0
India,2021,2,0.5852923
Pakistan,2021,2,0.0
Bangladesh,2021,2,9.093201
Nepal,2021,2,1.6333754
SriLanka,2021,2,13.712355
Thailand,2021,2,7.746345
VietNam,2021,2,0.0
Indonesia,2021,2,485.7535
Philippines,2021,2,7.465063
Myanmar,2021,2,2.1209307
Cambodia,2021,2,0.6992363
China,2021,2,52.426765
China,2021,2,12.861229
China,2021,2,78.745056
Japan,2021,2,139.80482
Kazakhstan,2021,2,11.402012
Iran,2021,2,4.577589
Turkiye,2021,2,7.1959705
India,2021,3,12.48234
India,2021,3,0.15448281
India,2021,3,20.360353
Pakistan,2021,3,49.6502
Bangladesh,2021,3,12.838145
Nepal,2021,3,3.2658236
SriLanka,2021,3,57.300163
Thailand,2021,3,10.50539
VietNam,2021,3,0.0
Indonesia,2021,3,269.94324
Philippines,2021,3,31.521664
Myanmar,2021,3,9.818507
Cambodia,2021,3,4.49331
China,2021,3,15.28997
China,2021,3,14.307264
China,2021,3,102.05991
Japan,2021,3,116.4741
Kazakhstan,2021,3,24.943996
Iran,2021,3,43.36114
Turkiye,2021,3,35.589325
India,2021,4,26.345781
India,2021,4,22.304857
India,2021,4,0.0
Pakistan,2021,4,17.699821
Bangladesh,2021,4,82.308624
Nepal,2021,4,13.506339
SriLanka,2021,4,165.50774
Thailand,2021,4,257.29913
VietNam,2021,4,124.28074
Indonesia,2021,4,242.20535
Philippines,2021,4,32.66661
Myanmar,2021,4,38.32712
Cambodia,2021,4,185.15804
China,2021,4,16.466295
China,2021,4,10.661602
China,2021,4,95.0373
Japan,2021,4,99.49948
Kazakhstan,2021,4,22.929716
Iran,2021,4,27.850088
Turkiye,2021,4,47.078987
India,2022,2,0.0
India,2022,2,10.420859
India,2022,2,0.55054593
Pakistan,2022,2,0.0
Bangladesh,2022,2,45.569084
Nepal,2022,2,11.542177
SriLanka,2022,2,121.42613
Thailand,2022,2,33.200577
VietNam,2022,2,11.837291
Indonesia,2022,2,291.51816
Philippines,2022,2,11.246231
Myanmar,2022,2,1.3097309
Cambodia,2022,2,25.250269
China,2022,2,0.0
China,2022,2,0.0
China,2022,2,48.481678
Japan,2022,2,113.52112
Kazakhstan,2022,2,30.77616
Iran,2022,2,0.0
Turkiye,2022,2,35.098297
India,2022,3,2.9558291
India,2022,3,0.14630112
India,2022,3,0.0
Pakistan,2022,3,8.6525545
Bangladesh,2022,3,9.722785
Nepal,2022,3,0.0
SriLanka,2022,3,85.60053
Thailand,2022,3,75.869514
VietNam,2022,3,87.47334
Indonesia,2022,3,278.80164
Philippines,2022,3,91.29807
Myanmar,2022,3,45.92871
Cambodia,2022,3,103.121735
China,2022,3,31.735939
China,2022,3,38.489838
China,2022,3,177.31325
Japan,2022,3,100.35832
Kazakhstan,2022,3,26.602283
Iran,2022,3,31.404186
Turkiye,2022,3,68.61075
India,2022,4,0.0
India,2022,4,0.0
India,2022,4,0.0
Pakistan,2022,4,0.0
Bangladesh,2022,4,101.42485
Nepal,2022,4,13.283017
SriLanka,2022,4,264.7074
Thailand,2022,4,94.59259
VietNam,2022,4,88.53707
Indonesia,2022,4,235.60873
Philippines,2022,4,131.12231
Myanmar,2022,4,13.18062
Cambodia,2022,4,166.431
China,2022,4,27.114628
China,2022,4,12.830957
China,2022,4,196.55553
Japan,2022,4,105.3286
Kazakhstan,2022,4,21.28076
Iran,2022,4,38.308304
Turkiye,2022,4,25.568527
India,2023,2,6.571226
India,2023,2,0.0
India,2023,2,0.51056474
Pakistan,2023,2,13.258186
Bangladesh,2023,2,11.684389
Nepal,2023,2,0.0
SriLanka,2023,2,105.00941
Thailand,2023,2,10.597977
VietNam,2023,2,5.8523097
Indonesia,2023,2,319.25177
Philippines,2023,2,26.439072
Myanmar,2023,2,1.9255636
Cambodia,2023,2,12.902522
China,2023,2,16.208506
China,2023,2,0.0
China,2023,2,23.996931
Japan,2023,2,123.57788
Kazakhstan,2023,2,37.226162
Iran,2023,2,29.203522
Turkiye,2023,2,0.0
India,2023,3,72.46743
India,2023,3,17.789774
India,2023,3,35.18189
Pakistan,2023,3,39.049606
Bangladesh,2023,3,160.86415
Nepal,2023,3,24.952188
SriLanka,2023,3,59.07614
Thailand,2023,3,4.611592
VietNam,2023,3,1.2122371
Indonesia,2023,3,277.06293
Philippines,2023,3,1.32947
Myanmar,2023,3,35.30516
Cambodia,2023,3,12.76567
China,2023,3,11.941145
China,2023,3,11.028854
China,2023,3,89.46268
Japan,2023,3,97.03657
Kazakhstan,2023,3,18.961632
Iran,2023,3,20.4471
Turkiye,2023,3,46.15128
India,2023,4,27.439297
India,2023,4,15.340648
India,2023,4,7.586186
Pakistan,2023,4,21.127796
Bangladesh,2023,4,71.266884
Nepal,2023,4,10.456478
SriLanka,2023,4,120.605316
Thailand,2023,4,32.18853
VietNam,2023,4,42.478603
Indonesia,2023,4,264.9586
Philippines,2023,4,109.156006
Myanmar,2023,4,0.7525108
Cambodia,2023,4,59.98649
China,2023,4,46.085075
China,2023,4,12.465163
China,2023,4,210.3044
Japan,2023,4,89.53261
Kazakhstan,2023,4,0.0
Iran,2023,4,3.7271194
Turkiye,2023,4,42.410236
India,2024,2,29.87484
India,2024,2,5.243011
India,2024,2,6.859764
Pakistan,2024,2,12.760694
Bangladesh,2024,2,27.487318
Nepal,2024,2,0.0
SriLanka,2024,2,12.350665
Thailand,2024,2,7.5799584
VietNam,2024,2,0.0
Indonesia,2024,2,264.19333
Philippines,2024,2,0.0
Myanmar,2024,2,1.2159307
Cambodia,2024,2,0.6620408
China,2024,2,17.717098
China,2024,2,14.065054
China,2024,2,118.54494
Japan,2024,2,120.78921
Kazakhstan,2024,2,18.020245
Iran,2024,2,3.590244
Turkiye,2024,2,18.759945
India,2024,3,40.65294
India,2024,3,21.326973
India,2024,3,6.29401
Pakistan,2024,3,36.56647
Bangladesh,2024,3,89.304695
Nepal,2024,3,39.66633
SriLanka,2024,3,19.703302
Thailand,2024,3,33.6255
VietNam,2024,3,5.066895
Indonesia,2024,3,528.38306
Philippines,2024,3,36.834915
Myanmar,2024,3,0.77914405
Cambodia,2024,3,53.996952
China,2024,3,8.9375515
China,2024,3,0.0
China,2024,3,88.366425
Japan,2024,3,147.82755
Kazakhstan,2024,3,0.0
Iran,2024,3,24.520765
Turkiye,2024,3,25.37332
India,2024,4,0.0
India,2024,4,0.0
India,2024,4,10.712717
Pakistan,2024,4,10.521902
Bangladesh,2024,4,17.839697
Nepal,2024,4,0.0
SriLanka,2024,4,61.380287
Thailand,2024,4,17.953516
VietNam,2024,4,6.861573
Indonesia,2024,4,353.1988
Philippines,2024,4,34.390575
Myanmar,2024,4,1.1445346
Cambodia,2024,4,13.347282
China,2024,4,17.71827
China,2024,4,10.720857
China,2024,4,217.0914
Japan,2024,4,70.07044
Kazakhstan,2024,4,30.689774
Iran,2024,4,32.227905
Turkiye,2024,4,38.39696
India,2025,2,47.720985
India,2025,2,1.1065446
India,2025,2,0.5199159
Pakistan,2025,2,44.87135
Bangladesh,2025,2,13.988628
Nepal,2025,2,9.623788
SriLanka,2025,2,82.75862
Thailand,2025,2,14.7253895
VietNam,2025,2,1.4952211
Indonesia,2025,2,351.48596
Philippines,2025,2,13.822258
Myanmar,2025,2,6.668542
Cambodia,2025,2,7.226452
China,2025,2,10.297473
China,2025,2,0.0
China,2025,2,14.3952
Japan,2025,2,165.61818
Kazakhstan,2025,2,9.640689
Iran,2025,2,1.0825025
Turkiye,2025,2,0.0
India,2025,3,2.591089
India,2025,3,0.2521931
India,2025,3,0.0
Pakistan,2025,3,0.6327264
Bangladesh,2025,3,12.444171
Nepal,2025,3,0.0
SriLanka,2025,3,87.598404
Thailand,2025,3,18.282145
VietNam,2025,3,4.4077783
Indonesia,2025,3,438.33267
Philippines,2025,3,30.70691
Myanmar,2025,3,0.60554737
Cambodia,2025,3,48.5355
China,2025,3,55.23458
China,2025,3,9.000908
China,2025,3,117.30157
Japan,2025,3,86.85733
Kazakhstan,2025,3,26.686714
Iran,2025,3,29.381649
Turkiye,2025,3,13.259598
India,2025,4,0.0
India,2025,4,31.27869
India,2025,4,0.0
Pakistan,2025,4,0.0
Bangladesh,2025,4,89.88212
Nepal,2025,4,49.900593
SriLanka,2025,4,250.57275
Thailand,2025,4,109.14865
VietNam,2025,4,27.843811
Indonesia,2025,4,207.29823
Philippines,2025,4,82.57041
Myanmar,2025,4,72.41612
Cambodia,2025,4,89.44028
China,2025,4,14.606766
China,2025,4,63.514908
China,2025,4,146.04552
Japan,2025,4,117.95005
Kazakhstan,2025,4,4.8439703
Iran,2025,4,20.123343
Turkiye,2025,4,28.57992
