Category,ID,Latitude,Longitude,Date,MODIS_Tile,MYD11A2_061_Line_Y_1km,MYD11A2_061_Sample_X_1km,MYD11A2_061_LST_Day_1km,MYD11A2_061_QC_Day,MYD11A2_061_QC_Day_bitmask,MYD11A2_061_QC_Day_MODLAND,MYD11A2_061_QC_Day_MODLAND_Description,MYD11A2_061_QC_Day_Data_Quality_flag,MYD11A2_061_QC_Day_Data_Quality_flag_Description,MYD11A2_061_QC_Day_Emis_Error_flag,MYD11A2_061_QC_Day_Emis_Error_flag_Description,MYD11A2_061_QC_Day_LST_Error_Flag,MYD11A2_061_QC_Day_LST_Error_Flag_Description
Kazakhstan,18,53.2,63.6,2017-07-12,h21v03,815.0,971.0,302.22,145.0,0b10010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b10,Average LST error <= 3K
Kazakhstan,18,53.2,63.6,2017-07-20,h21v03,815.0,971.0,307.14,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2017-07-28,h21v03,815.0,971.0,307.66,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2017-08-05,h21v03,815.0,971.0,300.4,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2017-08-13,h21v03,815.0,971.0,304.36,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2017-08-21,h21v03,815.0,971.0,307.88,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2017-08-29,h21v03,815.0,971.0,307.32,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2017-09-06,h21v03,815.0,971.0,299.92,145.0,0b10010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b10,Average LST error <= 3K
Kazakhstan,18,53.2,63.6,2017-09-14,h21v03,815.0,971.0,301.3,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2017-09-22,h21v03,815.0,971.0,286.06,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2017-09-30,h21v03,815.0,971.0,275.78,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2017-10-08,h21v03,815.0,971.0,289.18,17.0,0b00010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b00,Average LST error <= 1K
Kazakhstan,18,53.2,63.6,2017-10-16,h21v03,815.0,971.0,282.06,145.0,0b10010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b10,Average LST error <= 3K
Kazakhstan,18,53.2,63.6,2017-10-24,h21v03,815.0,971.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Kazakhstan,18,53.2,63.6,2017-11-01,h21v03,815.0,971.0,278.54,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2017-11-09,h21v03,815.0,971.0,274.88,17.0,0b00010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b00,Average LST error <= 1K
Kazakhstan,18,53.2,63.6,2017-11-17,h21v03,815.0,971.0,274.8,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2017-11-25,h21v03,815.0,971.0,268.26,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2017-12-03,h21v03,815.0,971.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Kazakhstan,18,53.2,63.6,2017-12-11,h21v03,815.0,971.0,255.64,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2017-12-19,h21v03,815.0,971.0,257.96,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2017-12-27,h21v03,815.0,971.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Kazakhstan,18,53.2,63.6,2018-01-01,h21v03,815.0,971.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Kazakhstan,18,53.2,63.6,2018-01-09,h21v03,815.0,971.0,263.32,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2018-01-17,h21v03,815.0,971.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Kazakhstan,18,53.2,63.6,2018-01-25,h21v03,815.0,971.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Kazakhstan,18,53.2,63.6,2018-02-02,h21v03,815.0,971.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Kazakhstan,18,53.2,63.6,2018-02-10,h21v03,815.0,971.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Kazakhstan,18,53.2,63.6,2018-02-18,h21v03,815.0,971.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Kazakhstan,18,53.2,63.6,2018-02-26,h21v03,815.0,971.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Kazakhstan,18,53.2,63.6,2018-03-06,h21v03,815.0,971.0,262.04,97.0,0b01100001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b10,Average emissivity error <= 0.04,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2018-03-14,h21v03,815.0,971.0,267.1,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2018-03-22,h21v03,815.0,971.0,252.18,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2018-03-30,h21v03,815.0,971.0,282.82,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2018-04-07,h21v03,815.0,971.0,288.66,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2018-04-15,h21v03,815.0,971.0,289.7,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2018-04-23,h21v03,815.0,971.0,293.86,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2018-05-01,h21v03,815.0,971.0,291.88,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2018-05-09,h21v03,815.0,971.0,299.82,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2018-05-17,h21v03,815.0,971.0,301.24,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2018-05-25,h21v03,815.0,971.0,298.36,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Kazakhstan,18,53.2,63.6,2018-06-02,h21v03,815.0,971.0,303.84,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2018-06-10,h21v03,815.0,971.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Kazakhstan,18,53.2,63.6,2018-06-18,h21v03,815.0,971.0,307.36,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2018-06-26,h21v03,815.0,971.0,305.48,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2018-07-04,h21v03,815.0,971.0,309.22,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2018-07-12,h21v03,815.0,971.0,308.66,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2018-07-20,h21v03,815.0,971.0,309.06,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2018-07-28,h21v03,815.0,971.0,308.74,145.0,0b10010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b10,Average LST error <= 3K
Kazakhstan,18,53.2,63.6,2018-08-05,h21v03,815.0,971.0,309.26,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2018-08-13,h21v03,815.0,971.0,307.02,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Kazakhstan,18,53.2,63.6,2018-08-21,h21v03,815.0,971.0,301.68,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Kazakhstan,18,53.2,63.6,2018-08-29,h21v03,815.0,971.0,296.58,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2018-09-06,h21v03,815.0,971.0,295.18,145.0,0b10010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b10,Average LST error <= 3K
Kazakhstan,18,53.2,63.6,2018-09-14,h21v03,815.0,971.0,298.6,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2018-09-22,h21v03,815.0,971.0,295.14,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2018-09-30,h21v03,815.0,971.0,292.28,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2018-10-08,h21v03,815.0,971.0,288.36,145.0,0b10010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b10,Average LST error <= 3K
Kazakhstan,18,53.2,63.6,2018-10-16,h21v03,815.0,971.0,279.24,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2018-10-24,h21v03,815.0,971.0,278.54,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2018-11-01,h21v03,815.0,971.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Kazakhstan,18,53.2,63.6,2018-11-09,h21v03,815.0,971.0,270.06,17.0,0b00010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b00,Average LST error <= 1K
Kazakhstan,18,53.2,63.6,2018-11-17,h21v03,815.0,971.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Kazakhstan,18,53.2,63.6,2018-11-25,h21v03,815.0,971.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Kazakhstan,18,53.2,63.6,2018-12-03,h21v03,815.0,971.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Kazakhstan,18,53.2,63.6,2018-12-11,h21v03,815.0,971.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Kazakhstan,18,53.2,63.6,2018-12-19,h21v03,815.0,971.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Kazakhstan,18,53.2,63.6,2018-12-27,h21v03,815.0,971.0,250.98,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2019-01-01,h21v03,815.0,971.0,253.48,97.0,0b01100001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b10,Average emissivity error <= 0.04,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2019-01-09,h21v03,815.0,971.0,257.82,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Kazakhstan,18,53.2,63.6,2019-01-17,h21v03,815.0,971.0,267.84,17.0,0b00010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b00,Average LST error <= 1K
Kazakhstan,18,53.2,63.6,2019-01-25,h21v03,815.0,971.0,263.2,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2019-02-02,h21v03,815.0,971.0,248.94,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2019-02-10,h21v03,815.0,971.0,261.5,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2019-02-18,h21v03,815.0,971.0,264.12,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2019-02-26,h21v03,815.0,971.0,263.7,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2019-03-06,h21v03,815.0,971.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Kazakhstan,18,53.2,63.6,2019-03-14,h21v03,815.0,971.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Kazakhstan,18,53.2,63.6,2019-03-22,h21v03,815.0,971.0,283.3,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2019-03-30,h21v03,815.0,971.0,283.38,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Kazakhstan,18,53.2,63.6,2019-04-07,h21v03,815.0,971.0,296.62,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2019-04-15,h21v03,815.0,971.0,291.34,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2019-04-23,h21v03,815.0,971.0,296.52,145.0,0b10010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b10,Average LST error <= 3K
Kazakhstan,18,53.2,63.6,2019-05-01,h21v03,815.0,971.0,300.46,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2019-05-09,h21v03,815.0,971.0,307.06,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2019-05-17,h21v03,815.0,971.0,298.32,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Kazakhstan,18,53.2,63.6,2019-05-25,h21v03,815.0,971.0,306.14,145.0,0b10010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b10,Average LST error <= 3K
Kazakhstan,18,53.2,63.6,2019-06-02,h21v03,815.0,971.0,305.1,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2019-06-10,h21v03,815.0,971.0,308.36,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2019-06-18,h21v03,815.0,971.0,311.32,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2019-06-26,h21v03,815.0,971.0,311.8,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2019-07-04,h21v03,815.0,971.0,306.76,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2019-07-12,h21v03,815.0,971.0,315.38,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2019-07-20,h21v03,815.0,971.0,309.04,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2019-07-28,h21v03,815.0,971.0,306.24,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2019-08-05,h21v03,815.0,971.0,307.38,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2019-08-13,h21v03,815.0,971.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Kazakhstan,18,53.2,63.6,2019-08-21,h21v03,815.0,971.0,299.0,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2019-08-29,h21v03,815.0,971.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Kazakhstan,18,53.2,63.6,2019-09-06,h21v03,815.0,971.0,295.96,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2019-09-14,h21v03,815.0,971.0,299.9,145.0,0b10010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b10,Average LST error <= 3K
Kazakhstan,18,53.2,63.6,2019-09-22,h21v03,815.0,971.0,284.92,145.0,0b10010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b10,Average LST error <= 3K
Kazakhstan,18,53.2,63.6,2019-09-30,h21v03,815.0,971.0,293.48,17.0,0b00010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b00,Average LST error <= 1K
Kazakhstan,18,53.2,63.6,2019-10-08,h21v03,815.0,971.0,289.28,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2019-10-16,h21v03,815.0,971.0,280.98,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2019-10-24,h21v03,815.0,971.0,285.88,17.0,0b00010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b00,Average LST error <= 1K
Kazakhstan,18,53.2,63.6,2019-11-01,h21v03,815.0,971.0,273.88,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2019-11-09,h21v03,815.0,971.0,266.72,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Kazakhstan,18,53.2,63.6,2019-11-17,h21v03,815.0,971.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Kazakhstan,18,53.2,63.6,2019-11-25,h21v03,815.0,971.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Kazakhstan,18,53.2,63.6,2019-12-03,h21v03,815.0,971.0,267.72,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2019-12-11,h21v03,815.0,971.0,263.8,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Kazakhstan,18,53.2,63.6,2019-12-19,h21v03,815.0,971.0,259.06,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Kazakhstan,18,53.2,63.6,2019-12-27,h21v03,815.0,971.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
