Category,ID,Latitude,Longitude,Date,MODIS_Tile,MYD11A2_061_Line_Y_1km,MYD11A2_061_Sample_X_1km,MYD11A2_061_LST_Day_1km,MYD11A2_061_QC_Day,MYD11A2_061_QC_Day_bitmask,MYD11A2_061_QC_Day_MODLAND,MYD11A2_061_QC_Day_MODLAND_Description,MYD11A2_061_QC_Day_Data_Quality_flag,MYD11A2_061_QC_Day_Data_Quality_flag_Description,MYD11A2_061_QC_Day_Emis_Error_flag,MYD11A2_061_QC_Day_Emis_Error_flag_Description,MYD11A2_061_QC_Day_LST_Error_Flag,MYD11A2_061_QC_Day_LST_Error_Flag_Description
Cambodia,13,12.8,104.9,2009-10-16,h28v07,863.0,275.0,302.68,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2009-10-24,h28v07,863.0,275.0,301.56,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2009-11-01,h28v07,863.0,275.0,304.38,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2009-11-09,h28v07,863.0,275.0,304.38,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2009-11-17,h28v07,863.0,275.0,301.32,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2009-11-25,h28v07,863.0,275.0,304.8,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Cambodia,13,12.8,104.9,2009-12-03,h28v07,863.0,275.0,304.56,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2009-12-11,h28v07,863.0,275.0,305.08,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2009-12-19,h28v07,863.0,275.0,305.46,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2009-12-27,h28v07,863.0,275.0,304.22,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2010-01-01,h28v07,863.0,275.0,305.9,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2010-01-09,h28v07,863.0,275.0,304.84,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2010-01-17,h28v07,863.0,275.0,305.4,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Cambodia,13,12.8,104.9,2010-01-25,h28v07,863.0,275.0,307.9,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Cambodia,13,12.8,104.9,2010-02-02,h28v07,863.0,275.0,309.58,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Cambodia,13,12.8,104.9,2010-02-10,h28v07,863.0,275.0,309.68,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2010-02-18,h28v07,863.0,275.0,312.3,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2010-02-26,h28v07,863.0,275.0,313.28,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2010-03-06,h28v07,863.0,275.0,313.62,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2010-03-14,h28v07,863.0,275.0,313.88,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2010-03-22,h28v07,863.0,275.0,313.0,129.0,0b10000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b10,Average LST error <= 3K
Cambodia,13,12.8,104.9,2010-03-30,h28v07,863.0,275.0,317.22,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2010-04-07,h28v07,863.0,275.0,316.34,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2010-04-15,h28v07,863.0,275.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Cambodia,13,12.8,104.9,2010-04-23,h28v07,863.0,275.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Cambodia,13,12.8,104.9,2010-05-01,h28v07,863.0,275.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Cambodia,13,12.8,104.9,2010-05-09,h28v07,863.0,275.0,311.78,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2010-05-17,h28v07,863.0,275.0,310.14,129.0,0b10000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b10,Average LST error <= 3K
Cambodia,13,12.8,104.9,2010-05-25,h28v07,863.0,275.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Cambodia,13,12.8,104.9,2010-06-02,h28v07,863.0,275.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Cambodia,13,12.8,104.9,2010-06-10,h28v07,863.0,275.0,303.82,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2010-06-18,h28v07,863.0,275.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Cambodia,13,12.8,104.9,2010-06-26,h28v07,863.0,275.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Cambodia,13,12.8,104.9,2010-07-04,h28v07,863.0,275.0,307.94,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2010-07-12,h28v07,863.0,275.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Cambodia,13,12.8,104.9,2010-07-20,h28v07,863.0,275.0,303.62,129.0,0b10000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b10,Average LST error <= 3K
Cambodia,13,12.8,104.9,2010-07-28,h28v07,863.0,275.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Cambodia,13,12.8,104.9,2010-08-05,h28v07,863.0,275.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Cambodia,13,12.8,104.9,2010-08-13,h28v07,863.0,275.0,304.86,129.0,0b10000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b10,Average LST error <= 3K
Cambodia,13,12.8,104.9,2010-08-21,h28v07,863.0,275.0,304.36,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2010-08-29,h28v07,863.0,275.0,303.58,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2010-09-06,h28v07,863.0,275.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Cambodia,13,12.8,104.9,2010-09-14,h28v07,863.0,275.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Cambodia,13,12.8,104.9,2010-09-22,h28v07,863.0,275.0,298.64,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2010-09-30,h28v07,863.0,275.0,305.04,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2010-10-08,h28v07,863.0,275.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Cambodia,13,12.8,104.9,2010-10-16,h28v07,863.0,275.0,302.78,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Cambodia,13,12.8,104.9,2010-10-24,h28v07,863.0,275.0,302.72,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2010-11-01,h28v07,863.0,275.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Cambodia,13,12.8,104.9,2010-11-09,h28v07,863.0,275.0,304.02,129.0,0b10000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b10,Average LST error <= 3K
Cambodia,13,12.8,104.9,2010-11-17,h28v07,863.0,275.0,301.16,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2010-11-25,h28v07,863.0,275.0,304.42,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Cambodia,13,12.8,104.9,2010-12-03,h28v07,863.0,275.0,303.28,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Cambodia,13,12.8,104.9,2010-12-11,h28v07,863.0,275.0,303.26,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2010-12-19,h28v07,863.0,275.0,303.94,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2010-12-27,h28v07,863.0,275.0,303.52,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Cambodia,13,12.8,104.9,2011-01-01,h28v07,863.0,275.0,304.7,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2011-01-09,h28v07,863.0,275.0,305.02,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2011-01-17,h28v07,863.0,275.0,303.82,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2011-01-25,h28v07,863.0,275.0,308.6,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2011-02-02,h28v07,863.0,275.0,308.34,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2011-02-10,h28v07,863.0,275.0,310.38,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2011-02-18,h28v07,863.0,275.0,314.28,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Cambodia,13,12.8,104.9,2011-02-26,h28v07,863.0,275.0,312.68,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Cambodia,13,12.8,104.9,2011-03-06,h28v07,863.0,275.0,313.96,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Cambodia,13,12.8,104.9,2011-03-14,h28v07,863.0,275.0,313.4,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2011-03-22,h28v07,863.0,275.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Cambodia,13,12.8,104.9,2011-03-30,h28v07,863.0,275.0,312.08,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2011-04-07,h28v07,863.0,275.0,309.2,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Cambodia,13,12.8,104.9,2011-04-15,h28v07,863.0,275.0,310.88,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2011-04-23,h28v07,863.0,275.0,308.64,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2011-05-01,h28v07,863.0,275.0,311.68,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2011-05-09,h28v07,863.0,275.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Cambodia,13,12.8,104.9,2011-05-17,h28v07,863.0,275.0,312.4,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2011-05-25,h28v07,863.0,275.0,300.38,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2011-06-02,h28v07,863.0,275.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Cambodia,13,12.8,104.9,2011-06-10,h28v07,863.0,275.0,304.16,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2011-06-18,h28v07,863.0,275.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Cambodia,13,12.8,104.9,2011-06-26,h28v07,863.0,275.0,306.14,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2011-07-04,h28v07,863.0,275.0,307.54,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2011-07-12,h28v07,863.0,275.0,307.7,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2011-07-20,h28v07,863.0,275.0,301.22,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2011-07-28,h28v07,863.0,275.0,303.14,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2011-08-05,h28v07,863.0,275.0,304.88,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2011-08-13,h28v07,863.0,275.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Cambodia,13,12.8,104.9,2011-08-21,h28v07,863.0,275.0,302.68,129.0,0b10000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b10,Average LST error <= 3K
Cambodia,13,12.8,104.9,2011-08-29,h28v07,863.0,275.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Cambodia,13,12.8,104.9,2011-09-06,h28v07,863.0,275.0,304.94,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2011-09-14,h28v07,863.0,275.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Cambodia,13,12.8,104.9,2011-09-22,h28v07,863.0,275.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Cambodia,13,12.8,104.9,2011-09-30,h28v07,863.0,275.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Cambodia,13,12.8,104.9,2011-10-08,h28v07,863.0,275.0,300.72,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2011-10-16,h28v07,863.0,275.0,302.16,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2011-10-24,h28v07,863.0,275.0,304.76,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2011-11-01,h28v07,863.0,275.0,304.84,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2011-11-09,h28v07,863.0,275.0,302.22,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2011-11-17,h28v07,863.0,275.0,301.56,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2011-11-25,h28v07,863.0,275.0,303.56,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2011-12-03,h28v07,863.0,275.0,303.3,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2011-12-11,h28v07,863.0,275.0,302.82,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2011-12-19,h28v07,863.0,275.0,302.56,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Cambodia,13,12.8,104.9,2011-12-27,h28v07,863.0,275.0,305.74,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Cambodia,13,12.8,104.9,2012-01-01,h28v07,863.0,275.0,306.8,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2012-01-09,h28v07,863.0,275.0,297.68,129.0,0b10000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b10,Average LST error <= 3K
Cambodia,13,12.8,104.9,2012-01-17,h28v07,863.0,275.0,303.96,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2012-01-25,h28v07,863.0,275.0,308.78,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2012-02-02,h28v07,863.0,275.0,308.2,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Cambodia,13,12.8,104.9,2012-02-10,h28v07,863.0,275.0,311.16,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2012-02-18,h28v07,863.0,275.0,311.06,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Cambodia,13,12.8,104.9,2012-02-26,h28v07,863.0,275.0,310.14,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2012-03-05,h28v07,863.0,275.0,315.26,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Cambodia,13,12.8,104.9,2012-03-13,h28v07,863.0,275.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Cambodia,13,12.8,104.9,2012-03-21,h28v07,863.0,275.0,313.26,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Cambodia,13,12.8,104.9,2012-03-29,h28v07,863.0,275.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Cambodia,13,12.8,104.9,2012-04-06,h28v07,863.0,275.0,308.34,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
